mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_KNN__metric,param_KNN__n_neighbors,param_KNN__weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
1.1250000953674317,0.06555082579974017,11.256937932968139,0.47698758527243384,manhattan,1,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 1, 'KNN__weights': 'uniform'}",0.7337494454207144,0.731252851840098,0.7229962649118016,0.7131252829632437,0.7197939993993078,0.7241844392749235,0.007542501040568316,80,0.9702270913061161,0.9736015442655015,0.9712660230165004,0.9716717370562185,0.9724068650690735,0.971834652142682,0.0011299086386616468
0.8906736373901367,0.055917603591778324,10.719493675231934,0.1843509589816421,manhattan,1,distance,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 1, 'KNN__weights': 'distance'}",0.7337494454207144,0.731252851840098,0.7229962649118016,0.7131252829632437,0.7197939993993078,0.7241844392749235,0.007542501040568316,80,0.9702270913061161,0.9736015442655015,0.9712660230165004,0.9716717370562185,0.9724068650690735,0.971834652142682,0.0011299086386616468
0.9156996726989746,0.0762812378375885,11.694489479064941,0.8507250367092017,manhattan,4,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 4, 'KNN__weights': 'uniform'}",0.7725061826051305,0.7730653669380748,0.7635525230660247,0.7693109910820515,0.7663406768854628,0.7689553619228028,0.003623804653782238,1,0.8573929772747458,0.8565996929066828,0.858429506887948,0.8584966478276337,0.8575064883226639,0.8576850626439348,0.000708251065724288
1.0063142776489258,0.07438169406054873,11.256892156600951,0.2900820527538282,manhattan,4,distance,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 4, 'KNN__weights': 'distance'}",0.7504477421847081,0.7462521492414302,0.7406931991080418,0.7376817545300443,0.7248627365226236,0.7399889446835234,0.008754248558628807,56,0.9810904030590741,0.9817743179681048,0.9827929387951233,0.9813635154673107,0.9823706460571958,0.9818783642693617,0.0006285802593943996
0.9969293594360351,0.09548849994876181,11.506954765319824,0.27577829021727984,manhattan,7,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 7, 'KNN__weights': 'uniform'}",0.748488360282071,0.7399713908137987,0.7402790079833103,0.7427882539983365,0.7482184728713623,0.743948773483731,0.003727535072187989,29,0.7898297574497178,0.7921855895820848,0.7969288759754778,0.7940286466905696,0.7908031578959833,0.7927552055187667,0.002519300543440723
0.9688069820404053,0.10959324865134708,11.366301774978638,0.5116728874041051,manhattan,7,distance,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 7, 'KNN__weights': 'distance'}",0.7477187910671552,0.7434226765167317,0.7462175455991799,0.7395737915495331,0.7397811161285904,0.743343262073638,0.0032957342889326506,34,0.9798220299359881,0.9811664475328835,0.9819463229337991,0.9808278289112411,0.9816020985796086,0.9810729455787041,0.0007316290923759255
0.9625698566436768,0.12047057105869775,11.760123872756958,0.250171618440883,manhattan,10,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 10, 'KNN__weights': 'uniform'}",0.7668664467822297,0.7636475186162333,0.7570805893829184,0.7607091716941997,0.767217476986632,0.7631039848393543,0.00383118172255536,3,0.799807534431184,0.7983358385890728,0.8005017569695616,0.7986600737262243,0.7992713581410685,0.7993153123714222,0.0007798168871481397
0.9032017230987549,0.08581150697216226,11.510055637359619,0.3511556577076291,manhattan,10,distance,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 10, 'KNN__weights': 'distance'}",0.7510635028148681,0.7426563966214215,0.745463896691155,0.7405635048485424,0.7405813806440056,0.7440661957370749,0.003932387179659358,27,0.9802107665878549,0.9811664475328835,0.9819463229337991,0.9811388286703413,0.9816020985796086,0.9812128928608974,0.0005833181813132926
0.9812974452972412,0.10046764651557999,11.900762891769409,0.25760766319100836,manhattan,13,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 13, 'KNN__weights': 'uniform'}",0.7594865293152058,0.7510920541090443,0.7436143780633433,0.753130757972983,0.7455614629493996,0.7505773645543704,0.005653476003825713,9,0.7717520594116948,0.7746373154082921,0.7755654791784079,0.7780777924834366,0.7748980006992282,0.7749861294362119,0.00202398978975652
0.9531860828399659,0.09270329295893157,11.731977176666259,0.5529932656652462,manhattan,13,distance,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 13, 'KNN__weights': 'distance'}",0.7531080123088971,0.7459791357141692,0.744110407459861,0.7487602261600177,0.7395252949452265,0.7462971014105573,0.00454285633643069,15,0.9802107665878549,0.9807360854983387,0.9819463229337991,0.9811388286703413,0.9812495978516296,0.9810563203083926,0.0005751138912645276
