,train,test
0.1,0.34934638699996867,0.0030801319999227417
0.2,0.31384068799980014,0.003243370000291179
0.3,0.3319760309996127,0.004409224000028189
0.4,0.21821834799993667,0.0034343160000389616
0.5,0.2563879540002745,0.0038899959999980638
0.6,0.20234213000003365,0.003853252000226348
0.7,0.16205886700026895,0.003969204999975773
0.8,0.16676595499984614,0.004837196000153199
0.9,0.15544382600000972,0.006689431999802764
