,0,1,2,3,4
50,0.9861111111111112,1.0,1.0,1.0,1.0
100,0.9417249417249418,0.9746321664129882,0.9403855910705228,0.9746321664129882,0.9746321664129882
454,0.9496493578126232,0.9481853458114585,0.9481853458114585,0.9481853458114585,0.9481853458114585
909,0.9107664372603298,0.9393834723670489,0.9398245636699526,0.8891605410363405,0.9398245636699526
1364,0.9128331292965441,0.8916446934739617,0.88851224924938,0.9358919687277896,0.8261389843783996
1818,0.9109896376433784,0.9080911105318039,0.9234570516162669,0.8868286126335863,0.9232367113253384
2273,0.9046867916560576,0.9141344826229968,0.8858426433662264,0.8904910510085137,0.8904910510085137
2728,0.8982200232853923,0.8891666254186671,0.9173225098582719,0.8966237029831386,0.8966237029831386
3182,0.9004701609097512,0.8909713428001085,0.9123706289521032,0.9094454304564911,0.9111955463358878
