param_Boost__n_estimators,train acc,test acc
1,0.9962980313519635,0.9764880952380952
2,0.9962980313519635,0.9764880952380952
5,0.9962980313519635,0.9764880952380952
10,0.9962980313519635,0.9764880952380952
20,0.9962980313519635,0.9764880952380952
30,0.9962980313519635,0.9764880952380952
40,0.9962980313519635,0.9764880952380952
50,0.9962980313519635,0.9764880952380952
