mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_DT__alpha,param_DT__class_weight,param_DT__criterion,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.2906092643737793,0.02119471089671041,0.00625143051147461,0.007656407459274285,-1,balanced,gini,"{'DT__alpha': -1, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",0.7573596552582537,0.763147673608973,0.756703238637769,0.7414626699095571,0.7567687228963913,0.755088842442168,0.007227649861259061,19,0.9391740128886007,0.9403409220848189,0.9385637403561967,0.93684080870927,0.938840280746603,0.9387519529570978,0.0011312520136709662
0.2781213760375977,0.011696363333831917,0.0062504768371582035,0.007655239463427198,-1,balanced,entropy,"{'DT__alpha': -1, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",0.7628554504552154,0.7528971011357889,0.7547812234058509,0.743556334691557,0.7609485406863702,0.7550077111987789,0.006819190785839867,22,0.9378626159016005,0.9376637930016117,0.9373221851674054,0.9380658144520886,0.9404427803232372,0.9382714377691886,0.001113055022946457
5.09376859664917,0.24890298241921402,0.012498188018798827,0.006249094101271696,-0.001,balanced,gini,"{'DT__alpha': -0.001, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",0.7922102596246807,0.7597787524689632,0.7875087693260684,0.7492911441717469,0.7639820371902352,0.7705557021807298,0.01654040734444026,16,0.8842318887877705,0.8357449813197457,0.8987153008424352,0.8242344324870506,0.8349045081013241,0.8555662223076652,0.02995006676038384
4.985235643386841,0.07568554757996714,0.009372711181640625,0.007652786925002649,-0.001,balanced,entropy,"{'DT__alpha': -0.001, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",0.7956302310049687,0.7845946953011147,0.7868177490633333,0.7672289080514231,0.7715972621073766,0.7811752212763633,0.010379818624322622,12,0.890216730369955,0.8635282954379468,0.8948550566333898,0.8729485289311623,0.8685856841496106,0.8780268591044129,0.012303777987358658
5.212802696228027,0.1287066920286896,0.009385061264038087,0.007662899785992075,-0.00031622776601683794,balanced,gini,"{'DT__alpha': -0.00031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",0.7786276063910691,0.7847139002436201,0.7851659843302076,0.7744443391557957,0.7803353602310031,0.7806577389326852,0.003990247804162408,13,0.891135285751342,0.9052017447386093,0.9044266735320579,0.8782079685199279,0.8930482461594089,0.8944039837402691,0.009918460295713232
5.00968222618103,0.16191909178418318,0.006260871887207031,0.007667998156779845,-0.00031622776601683794,balanced,entropy,"{'DT__alpha': -0.00031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",0.7926090567336582,0.7816268080074145,0.7792681027046627,0.7679246027985724,0.7785676648347306,0.7799999024128146,0.007874582040049524,14,0.8973567750377747,0.9039735985169651,0.8944911306839255,0.8819369138699625,0.8881909599809573,0.893189875617917,0.007575794357449842
5.069176387786865,0.2393448273831083,0.009373998641967774,0.007653838225495361,-0.01,balanced,gini,"{'DT__alpha': -0.01, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",0.7649537732179914,0.7467706775840499,0.7777289642748313,0.7575702538509324,0.7676728703084083,0.762939128044201,0.010348954446508596,18,0.9082538971312083,0.8553914297976734,0.9234744650982025,0.8336244568999723,0.8439707909687706,0.8729430079791655,0.03603798763917459
5.034754991531372,0.15064936408387428,0.009375667572021485,0.007655200561518314,-0.01,balanced,entropy,"{'DT__alpha': -0.01, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",0.8003185640251588,0.7882497872468079,0.7874769287122866,0.74648177979932,0.7925647193343908,0.7830191211732332,0.01882816441845793,11,0.9143184027856958,0.914086559275812,0.914151901254984,0.9252102008118404,0.9170791442466892,0.9169692416750042,0.004270824223594986
5.075338077545166,0.25625633318108426,0.012499189376831055,0.006249594774595739,-0.0031622776601683794,balanced,gini,"{'DT__alpha': -0.0031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",0.7936642704631203,0.7631734618746805,0.7785583991065682,0.7538835718121231,0.755455235244835,0.7689488325107603,0.015136789016561703,17,0.8709621198816944,0.8472412785856558,0.8855580932231542,0.834177861755902,0.84201267380869,0.8559904054510193,0.01921515890335927
4.922217845916748,0.23158787483559523,0.015624332427978515,1.4957797185285685e-06,-0.0031622776601683794,balanced,entropy,"{'DT__alpha': -0.0031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",0.7863250089864211,0.7782947272469869,0.7804864666865604,0.7558664202912284,0.7714418197817484,0.7744839722510084,0.010455828308198294,15,0.8713151294511561,0.877706920846719,0.9057414762321864,0.879687586396248,0.8861239749246264,0.8841150175701872,0.011800361097764092
5.259827566146851,0.39846532371461024,0.006248998641967774,0.007653429442493145,-0.1,balanced,gini,"{'DT__alpha': -0.1, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",0.7573596552582537,0.763147673608973,0.756703238637769,0.7414626699095571,0.7567687228963913,0.755088842442168,0.007227649861259061,19,0.9391740128886007,0.9403409220848189,0.9385637403561967,0.93684080870927,0.938840280746603,0.9387519529570978,0.0011312520136709662
