mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MLP__activation,param_MLP__alpha,param_MLP__hidden_layer_sizes,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
7.11738543510437,2.467698053184994,0.025000524520874024,0.007653526769162031,relu,3.1622776601683795,"(112, 112)","{'MLP__activation': 'relu', 'MLP__alpha': 3.1622776601683795, 'MLP__hidden_layer_sizes': (112, 112)}",0.7888375228739285,0.7610097474381463,0.761863917953317,0.7567082030386305,0.7590011645001344,0.7654850650833236,0.011811936372396196,175,0.778276237622166,0.7643013297977096,0.768150871512118,0.7688752415023191,0.760401917114474,0.7680011195097574,0.0059632354993223976
6.971284961700439,1.0819440203745625,0.01874995231628418,0.006249666345873032,relu,3.1622776601683795,"(56, 56, 56)","{'MLP__activation': 'relu', 'MLP__alpha': 3.1622776601683795, 'MLP__hidden_layer_sizes': (56, 56, 56)}",0.7710059897194289,0.7655541398323973,0.7763320560247441,0.7639807532349938,0.7751986500229212,0.7704141802142478,0.004965253701128235,128,0.7638888765493487,0.7637357839857842,0.7854303904977512,0.7769764940347651,0.7709874902086328,0.7722038070552564,0.008246768594549236
3.798204946517944,0.6586881395572466,0.015625,7.231593555499601e-07,relu,3.1622776601683795,"(28, 28, 28)","{'MLP__activation': 'relu', 'MLP__alpha': 3.1622776601683795, 'MLP__hidden_layer_sizes': (28, 28, 28)}",0.7662638434304919,0.7515600585025227,0.7616974783812757,0.7485904482137782,0.7828138749400626,0.7621839269881149,0.012165496309789792,188,0.7604342741624076,0.7554491410051118,0.7700921526742697,0.7663382343159774,0.7788005669091334,0.7662228738133801,0.008034478142394066
8.785572385787964,1.1183146957200658,0.04062509536743164,0.007654441484601548,relu,3.1622776601683795,"(112, 112, 112)","{'MLP__activation': 'relu', 'MLP__alpha': 3.1622776601683795, 'MLP__hidden_layer_sizes': (112, 112, 112)}",0.7703935184088745,0.7678403485310424,0.7711691399718644,0.7658980595302022,0.7717413755855435,0.7694084377146716,0.0022042150871847367,141,0.7634333994370736,0.7670507027763078,0.7769222116365421,0.7814633532338194,0.7732798839496846,0.7724299102066855,0.006517352208247274
4.048257970809937,0.405225686244193,0.015692949295043945,0.00013399641698975855,relu,1.0,"(56,)","{'MLP__activation': 'relu', 'MLP__alpha': 1.0, 'MLP__hidden_layer_sizes': (56,)}",0.7817119355988063,0.7779025087772203,0.7688296442956094,0.7632279393958539,0.7754431423588242,0.7734233041308113,0.0066014497205758365,79,0.7742454774186248,0.7798487886404891,0.7766862631729117,0.7782020920327322,0.7798563009560637,0.7777677844441644,0.0021193129929022946
3.075224208831787,0.8390181755989247,0.009375333786010742,0.007654928026383385,relu,1.0,"(28,)","{'MLP__activation': 'relu', 'MLP__alpha': 1.0, 'MLP__hidden_layer_sizes': (28,)}",0.782176650672679,0.7706071926104514,0.7746017423394377,0.7669364688292956,0.7697401215084756,0.7728129625961451,0.005286322198899207,90,0.7760611831921247,0.7749586123591323,0.7888375596917038,0.7848065101607212,0.7695116632567114,0.7788351057320787,0.007005072202118638
3.7783765316009523,1.0186565587725114,0.01562633514404297,2.059804064412611e-06,relu,1.0,"(112,)","{'MLP__activation': 'relu', 'MLP__alpha': 1.0, 'MLP__hidden_layer_sizes': (112,)}",0.777236750489056,0.776401263309245,0.7671619592555927,0.7673565705381302,0.7799787649975499,0.7736267794734702,0.005332526227843997,78,0.7720324302204754,0.7830553415879267,0.7783629845906125,0.7833752186593671,0.7815474952192863,0.7796746940555336,0.0042131893507367565
5.953568029403686,1.6461370041837946,0.01562504768371582,7.599533772711385e-07,relu,1.0,"(56, 56)","{'MLP__activation': 'relu', 'MLP__alpha': 1.0, 'MLP__hidden_layer_sizes': (56, 56)}",0.7709274407672483,0.7667757931339004,0.7642413065914281,0.7796550743864306,0.7787559081256817,0.7720701852618348,0.006210481139002458,101,0.7731663188067988,0.7761255215553509,0.780260937513522,0.7995037082822262,0.783528573488774,0.7825170119293343,0.009197256032275336
2.747080612182617,0.694458082449797,0.012500762939453125,0.006250381497009738,relu,1.0,"(28, 28)","{'MLP__activation': 'relu', 'MLP__alpha': 1.0, 'MLP__hidden_layer_sizes': (28, 28)}",0.7838976226903055,0.7794130959128758,0.7777673835278243,0.754256556850606,0.7664050932390493,0.7723492656910611,0.010726471521814098,96,0.785036545276192,0.7828031871946767,0.7902573225217902,0.7689547682075396,0.7672663595272879,0.7788636365454973,0.00912275668443894
9.649308967590333,2.2940157400958445,0.025000762939453126,0.007654597211040637,relu,1.0,"(112, 112)","{'MLP__activation': 'relu', 'MLP__alpha': 1.0, 'MLP__hidden_layer_sizes': (112, 112)}",0.7826226824111924,0.7813570837997588,0.772403424260653,0.7634379902502711,0.778233332103846,0.775611206533784,0.007035986918173732,47,0.7769122988724853,0.7890415816513472,0.7825228163858962,0.7836182160113448,0.7826164779579271,0.7829422781758002,0.0038548966060817417
8.897490072250367,1.1513763890599684,0.02187504768371582,0.007653935233559812,relu,1.0,"(56, 56, 56)","{'MLP__activation': 'relu', 'MLP__alpha': 1.0, 'MLP__hidden_layer_sizes': (56, 56, 56)}",0.7720831761038562,0.7582055366880183,0.783985513310166,0.7642613474841278,0.7677279337763002,0.7692530542668681,0.008653190156427066,143,0.7699033330283,0.763106993916541,0.7975765784468507,0.7837051212286241,0.7742117332716474,0.7777007519783925,0.011975405597177274
4.200711250305176,0.737984960049119,0.012500572204589843,0.006250286224161632,relu,1.0,"(28, 28, 28)","{'MLP__activation': 'relu', 'MLP__alpha': 1.0, 'MLP__hidden_layer_sizes': (28, 28, 28)}",0.7808984210739601,0.7592135157879446,0.7719952854839957,0.7653250260589407,0.7922854500713982,0.773942308328667,0.011659928837472279,76,0.7781541584366046,0.76700947225892,0.775294716758356,0.7867227023391594,0.7957851676364939,0.7805932434859069,0.009868203355609579
15.342623805999756,5.736849574462493,0.03437495231628418,0.00624871316644378,relu,1.0,"(112, 112, 112)","{'MLP__activation': 'relu', 'MLP__alpha': 1.0, 'MLP__hidden_layer_sizes': (112, 112, 112)}",0.7734586379901153,0.8090623649734302,0.7734460070028297,0.7755651368225992,0.7960762668549539,0.7855211934069909,0.014533431400573603,1,0.7766367322580692,0.8148488911409374,0.7943204945845708,0.7988664499681853,0.8007284510646124,0.7970802038032749,0.01231079328830241
4.353768348693848,0.4772090148937394,0.006249618530273437,0.0076541882802384645,relu,0.31622776601683794,"(56,)","{'MLP__activation': 'relu', 'MLP__alpha': 0.31622776601683794, 'MLP__hidden_layer_sizes': (56,)}",0.7825880787689419,0.7741936035627804,0.7675733873518557,0.7647822630742181,0.7652154325248577,0.7708713164178438,0.006756773155360032,117,0.7805609199650505,0.7856458141926498,0.7829490734666946,0.7855038001146771,0.7725882216482602,0.7814495658774664,0.004808470677650906
3.2380117416381835,0.8304387234057203,0.00624995231628418,0.007654597046182335,relu,0.31622776601683794,"(28,)","{'MLP__activation': 'relu', 'MLP__alpha': 0.31622776601683794, 'MLP__hidden_layer_sizes': (28,)}",0.7871072091886222,0.7688862205928249,0.7695580312290634,0.7688016572433327,0.7706962235418721,0.773010256017126,0.0070815736725508525,86,0.786112997415508,0.776159241405864,0.7951977289586077,0.7861839640239217,0.7717272622844238,0.783076238817665,0.008275922951829237
5.303943490982055,0.893359120390645,0.01573801040649414,0.00022376058067409766,relu,0.31622776601683794,"(112,)","{'MLP__activation': 'relu', 'MLP__alpha': 0.31622776601683794, 'MLP__hidden_layer_sizes': (112,)}",0.7897295863509551,0.7779810577294011,0.7708582334827474,0.7628381081735579,0.7864043292004995,0.7775621331182845,0.009880571009951116,31,0.7886621490128813,0.7919385437585273,0.7937989762525054,0.786426369120751,0.791807574850256,0.7905267225989843,0.0026317674195701973
6.564039516448974,1.4612839376940696,0.015626001358032226,2.1715731690856364e-06,relu,0.31622776601683794,"(56, 56)","{'MLP__activation': 'relu', 'MLP__alpha': 0.31622776601683794, 'MLP__hidden_layer_sizes': (56, 56)}",0.7810428879910363,0.7722402740082175,0.7693729083216628,0.7500221106162545,0.7863488705402544,0.7718050898488016,0.012468897168204887,102,0.7849484903164718,0.7818000730566599,0.791015579048066,0.7796388947972738,0.7994986254256192,0.7873803325288182,0.00717009135872205
2.5317431926727294,0.2433505447122695,0.015625715255737305,5.43678009557313e-07,relu,0.31622776601683794,"(28, 28)","{'MLP__activation': 'relu', 'MLP__alpha': 0.31622776601683794, 'MLP__hidden_layer_sizes': (28, 28)}",0.773992560348489,0.7642099922687833,0.7632866144691117,0.7594757151731473,0.7807571622027495,0.76834370878659,0.007839158936568589,153,0.7753628557000006,0.7747566881213432,0.777352968536377,0.7720010901443101,0.7834764175590248,0.7765900040122112,0.0038452536203938065
9.661210966110229,2.571253886172682,0.021874523162841795,0.007654752877577802,relu,0.31622776601683794,"(112, 112)","{'MLP__activation': 'relu', 'MLP__alpha': 0.31622776601683794, 'MLP__hidden_layer_sizes': (112, 112)}",0.7862530386734515,0.7865199998526384,0.7765583612136062,0.7697863693315224,0.7847479463170709,0.780773276333505,0.006592775684887344,9,0.7894929538098759,0.804371609567336,0.7939056392390275,0.7906316521255141,0.8003979821461255,0.7957599673775759,0.005739079567760274
11.670443296432495,4.5420019329158015,0.01562671661376953,1.8056961277734266e-06,relu,0.31622776601683794,"(56, 56, 56)","{'MLP__activation': 'relu', 'MLP__alpha': 0.31622776601683794, 'MLP__hidden_layer_sizes': (56, 56, 56)}",0.783643292498404,0.762099564809859,0.7595557365997067,0.7673128757488656,0.7942753753010049,0.7733758012695877,0.013394317523938536,80,0.790590720448504,0.7850950758291078,0.7875475676939779,0.7959417871098399,0.8139677017455836,0.7946285705654027,0.010325297958078093
3.6663938045501707,1.0574255160379642,0.012499761581420899,0.0062498808787057394,relu,0.31622776601683794,"(28, 28, 28)","{'MLP__activation': 'relu', 'MLP__alpha': 0.31622776601683794, 'MLP__hidden_layer_sizes': (28, 28, 28)}",0.789905367590676,0.745074967540994,0.7817086462792007,0.7609947671541532,0.7781446772859244,0.7711655190124933,0.01609556209019012,113,0.7837612702368874,0.7574169357262303,0.7939602787235625,0.7877260730441765,0.7901314878785738,0.7825992091218861,0.013019916580752891
13.543230247497558,5.756969113633735,0.037498855590820314,0.007655492584610362,relu,0.31622776601683794,"(112, 112, 112)","{'MLP__activation': 'relu', 'MLP__alpha': 0.31622776601683794, 'MLP__hidden_layer_sizes': (112, 112, 112)}",0.7814669470745844,0.7751169813624519,0.7730032645839221,0.7807187529612433,0.790072899816104,0.7800748636996262,0.005947783837857815,14,0.794490492318373,0.8015008566437946,0.7870493710931165,0.8050876296604866,0.7924403376296265,0.7961137374690794,0.006447376568233865
3.9101266384124758,0.6934883071608114,0.009375381469726562,0.00765496697631061,relu,0.1,"(56,)","{'MLP__activation': 'relu', 'MLP__alpha': 0.1, 'MLP__hidden_layer_sizes': (56,)}",0.7786561576852452,0.7728055106892361,0.7678277175437571,0.7561435926592754,0.7823912825836096,0.7715645788204517,0.009173556078627066,106,0.7747088600630647,0.7859991281374392,0.7848095059606726,0.7742098810434148,0.7877617895428133,0.7814978329494808,0.005825296293631261
3.4628883361816407,0.917909192028198,0.012501001358032227,0.006250500719712741,relu,0.1,"(28,)","{'MLP__activation': 'relu', 'MLP__alpha': 0.1, 'MLP__hidden_layer_sizes': (28,)}",0.7876504732146757,0.7803018700702967,0.7743128085052858,0.7577063394295461,0.7720635890842604,0.7744079544396557,0.00994538165399025,71,0.7831289839645535,0.7859395939685775,0.7944319617654573,0.7912645836866643,0.774306332713449,0.7858142912197403,0.006980395668236501
4.860368394851685,0.8097061047160814,0.01562504768371582,1.3604490869223694e-06,relu,0.1,"(112,)","{'MLP__activation': 'relu', 'MLP__alpha': 0.1, 'MLP__hidden_layer_sizes': (112,)}",0.7761029878074133,0.7795355901749865,0.7715712264004475,0.74757046442823,0.7886278131109016,0.7726813188571277,0.01374511771409443,92,0.7827148278596284,0.7969157713836583,0.7857699911000655,0.7838764721591631,0.795775636144444,0.7890105397293918,0.006078733588410527
6.260585880279541,1.3424130232525078,0.018750476837158202,0.006251072987952561,relu,0.1,"(56, 56)","{'MLP__activation': 'relu', 'MLP__alpha': 0.1, 'MLP__hidden_layer_sizes': (56, 56)}",0.7810868333009664,0.7696744731431001,0.7737695444792323,0.7833636038198721,0.787104610050532,0.778998910300569,0.00637804832983493,26,0.7864900279567918,0.7844999151204154,0.794216628560521,0.8072131593566287,0.801734817081539,0.7948309096151791,0.008690927939729589
2.6567570209503173,0.188088496297727,0.015625953674316406,8.120244200671387e-07,relu,0.1,"(28, 28)","{'MLP__activation': 'relu', 'MLP__alpha': 0.1, 'MLP__hidden_layer_sizes': (28, 28)}",0.774736867588834,0.7633431907663272,0.7715366227581971,0.7647385682849533,0.782202248907952,0.7713108323847032,0.006885627146365301,110,0.7704860883857911,0.7756009018854851,0.7873610596552281,0.7800074666922696,0.7834489908756892,0.7793809014988927,0.005899677223605487
8.354647731781006,2.979564735564989,0.025002479553222656,0.007652981339420566,relu,0.1,"(112, 112)","{'MLP__activation': 'relu', 'MLP__alpha': 0.1, 'MLP__hidden_layer_sizes': (112, 112)}",0.7821986233276441,0.7840766932496319,0.7726138091426243,0.7730966444507619,0.7837141231208605,0.77913984242828,0.005172280871989909,25,0.7839047544117231,0.8096347114362301,0.7901991868341647,0.7932365712355527,0.8091200375220055,0.7972190522879352,0.010374885405500429
8.792105102539063,1.4484296314945357,0.02187509536743164,0.007654967207992163,relu,0.1,"(56, 56, 56)","{'MLP__activation': 'relu', 'MLP__alpha': 0.1, 'MLP__hidden_layer_sizes': (56, 56, 56)}",0.7834422492841125,0.7677650888984673,0.7881151882885485,0.7644361266411869,0.7806013246847683,0.7768722139347531,0.009177009228877566,36,0.7818213875559717,0.7935245037439975,0.8097495843302448,0.799027280144072,0.7995320473269911,0.7967309606202555,0.009112414258086877
4.347224235534668,1.2635493700027312,0.015626144409179688,1.4494594720431006e-06,relu,0.1,"(28, 28, 28)","{'MLP__activation': 'relu', 'MLP__alpha': 0.1, 'MLP__hidden_layer_sizes': (28, 28, 28)}",0.7912934604642203,0.759134966835764,0.7666626405394694,0.7681446560746287,0.7897397526622792,0.7749941020336186,0.013045688496598339,58,0.7843777454448918,0.7852890945347323,0.7748110232305504,0.7993260728665,0.8050225157033591,0.7897652903560067,0.010925965055518225
15.295608139038086,4.597065856192265,0.031298160552978516,9.787447117607418e-05,relu,0.1,"(112, 112, 112)","{'MLP__activation': 'relu', 'MLP__alpha': 0.1, 'MLP__hidden_layer_sizes': (112, 112, 112)}",0.7694514572738435,0.7831220011273156,0.7689834528803651,0.769685555450267,0.7879162034134082,0.7758309432796457,0.008056489930994656,44,0.8008424516777842,0.8190188166802024,0.7960650505685879,0.8062127499273541,0.7958807868410341,0.8036039711389927,0.00858524406907219
4.560530090332032,1.8152270810711943,0.012502002716064452,0.00625100152626179,relu,0.03162277660168379,"(56,)","{'MLP__activation': 'relu', 'MLP__alpha': 0.03162277660168379, 'MLP__hidden_layer_sizes': (56,)}",0.7794224375805554,0.7771362288819103,0.7769005820253683,0.7565636943681102,0.7827470874323563,0.7745540764397651,0.009236985671995596,70,0.7756002026448671,0.7973578395287864,0.8001316283444968,0.772597992850592,0.7895439565110007,0.7870463239759486,0.011167440866446521
3.7503381252288817,1.1259021088406274,0.009375429153442383,0.007655005885644097,relu,0.03162277660168379,"(28,)","{'MLP__activation': 'relu', 'MLP__alpha': 0.03162277660168379, 'MLP__hidden_layer_sizes': (28,)}",0.7899493129006062,0.7774817390132778,0.7710027003998233,0.7660912642008066,0.7691843493289634,0.774742740387748,0.008467476842254355,66,0.7904613444814336,0.788034666934912,0.7928401939696764,0.7956853077274674,0.7709664781618796,0.7875975982550737,0.008693469748848827
5.331845092773437,0.8642304538801286,0.01562671661376953,1.6057451477511153e-06,relu,0.03162277660168379,"(112,)","{'MLP__activation': 'relu', 'MLP__alpha': 0.03162277660168379, 'MLP__hidden_layer_sizes': (112,)}",0.7899366819133209,0.7808011887864199,0.7732136494658934,0.7633153289743834,0.7904287046648506,0.7795388670172907,0.010309881932793523,22,0.7959452829902465,0.8011148264644378,0.8017877345035035,0.7959840099664697,0.8002045561814924,0.79900728202123,0.0025346454183553043
7.547686243057251,2.1187424917817883,0.01562657356262207,2.1462969655851172e-06,relu,0.03162277660168379,"(56, 56)","{'MLP__activation': 'relu', 'MLP__alpha': 0.03162277660168379, 'MLP__hidden_layer_sizes': (56, 56)}",0.7814197124450485,0.7754465711869286,0.7632866144691117,0.7851850974446445,0.7835250894452027,0.7777717869953205,0.007957474033956483,30,0.7853458317411214,0.8093509349143214,0.7926331611621952,0.8080353411150286,0.8066081398514461,0.8003946817568226,0.009632344431953075
2.706610107421875,0.3525328804322419,0.00624995231628418,0.007654597055093595,relu,0.03162277660168379,"(28, 28)","{'MLP__activation': 'relu', 'MLP__alpha': 0.03162277660168379, 'MLP__hidden_layer_sizes': (28, 28)}",0.7756130107589697,0.7648757505569475,0.7832851513797511,0.7488928898575445,0.7659493047249198,0.7677242032986004,0.01157814966600948,163,0.774912882022708,0.7755757868077547,0.7963051039859644,0.7730276904123747,0.7665997554279995,0.7772842437313603,0.01002608440718786
8.804203081130982,2.3415914793550523,0.02187514305114746,0.007656096087561599,relu,0.03162277660168379,"(112, 112)","{'MLP__activation': 'relu', 'MLP__alpha': 0.03162277660168379, 'MLP__hidden_layer_sizes': (112, 112)}",0.7893401309096574,0.7855526767430366,0.7739799293612035,0.7736965265274751,0.7771440502473905,0.7799431823857471,0.006359243981782362,15,0.7953646253546097,0.8126785634313742,0.7896133301388731,0.7930896343783582,0.8007281221088904,0.7982948550824212,0.008048121500959673
9.469498443603516,2.1903681576787917,0.021875858306884766,0.00765278683141229,relu,0.03162277660168379,"(56, 56, 56)","{'MLP__activation': 'relu', 'MLP__alpha': 0.03162277660168379, 'MLP__hidden_layer_sizes': (56, 56, 56)}",0.7722715883308624,0.7511865233681159,0.7672624808627385,0.7631792433957696,0.7814129180476446,0.7670614619353239,0.010002075622592843,167,0.7858244166992349,0.7791577579298742,0.7799169275821336,0.7979571820256551,0.8038132826925736,0.7893339133858943,0.009884970673094387
4.128451824188232,1.2458483629074726,0.015625762939453124,5.917393515582492e-07,relu,0.03162277660168379,"(28, 28, 28)","{'MLP__activation': 'relu', 'MLP__alpha': 0.03162277660168379, 'MLP__hidden_layer_sizes': (28, 28, 28)}",0.7887056869441379,0.762843872050204,0.7607334445912797,0.7536566747738928,0.7878943361031927,0.770766050657621,0.014637633915920491,118,0.784158611661537,0.7866799417086697,0.7692940641118422,0.7750596191177528,0.8047235196235903,0.7839831512446784,0.012106734093667514
15.951408338546752,4.751236295315475,0.03437347412109375,0.006249928771607058,relu,0.03162277660168379,"(112, 112, 112)","{'MLP__activation': 'relu', 'MLP__alpha': 0.03162277660168379, 'MLP__hidden_layer_sizes': (112, 112, 112)}",0.7901377251276124,0.7806660635370237,0.7752581589599224,0.7735167461595965,0.7857595070107124,0.7810675597430511,0.006248374499879494,5,0.8220241446304689,0.8284589598899459,0.8282890526461059,0.8078204018507119,0.797014664319765,0.8167214446673995,0.012387761700495338
3.725396013259888,0.545440289986871,0.015626144409179688,8.58306884765625e-07,relu,0.01,"(56,)","{'MLP__activation': 'relu', 'MLP__alpha': 0.01, 'MLP__hidden_layer_sizes': (56,)}",0.7792779706634795,0.7793438886283748,0.7665401462773587,0.7574744411804963,0.7816910017335772,0.7728653905401305,0.009357831648550318,88,0.775791819253309,0.7905173824472047,0.7798935153609674,0.7732144811056049,0.7913819061457744,0.7821598208625721,0.007491360104832012
2.9033684730529785,0.9315424809386338,0.012500715255737305,0.006250357875919133,relu,0.01,"(28,)","{'MLP__activation': 'relu', 'MLP__alpha': 0.01, 'MLP__hidden_layer_sizes': (28,)}",0.7790329821392578,0.7785682670653847,0.7624857309315511,0.763937058445729,0.7687285608148341,0.7705509699223297,0.007047784024594825,126,0.7742581871451539,0.7892583133375197,0.7792158031275371,0.7913833719727721,0.7707081574571564,0.7809647666080279,0.008130994622089178
5.056637620925903,0.6066361947533431,0.015625762939453124,1.4177387950247293e-06,relu,0.01,"(112,)","{'MLP__activation': 'relu', 'MLP__alpha': 0.01, 'MLP__hidden_layer_sizes': (112,)}",0.790825456070742,0.780367788035192,0.7645082677706149,0.7608939532728978,0.7925186135598401,0.777822268938893,0.013079224344491647,29,0.7967423679367279,0.8021812753497346,0.7880886976687911,0.7966200837702134,0.800685078252645,0.7968635005956224,0.004898046047166114
