,train,test
0.1,7.022577697999992,0.002318155000011757
0.2,5.5373555250000095,0.004437835999993922
0.3,3.3698881310000104,0.006272602999985111
0.4,2.5763877009999874,0.008509743000018943
0.5,1.832926845000003,0.011406458000010389
0.6,1.2031685579999873,0.01316984600001092
0.7,0.6957665420000012,0.015627747999985786
0.8,0.3884839739999961,0.017794713000000684
0.9,0.13407414700000686,0.020565236000010145
