,train,test
0.1,0.1699846280000088,0.002660292999991043
0.2,0.15292237599999225,0.0026792660000012347
0.3,0.14087802599999577,0.0030461000000059357
0.4,0.11744408299998099,0.002868705999986787
0.5,0.10543165799998633,0.0029819490000022597
0.6,0.08953736899999853,0.0029852610000205004
0.7,0.07394997899999112,0.0030298359999960667
0.8,0.06084729400001265,0.0030732049999926403
0.9,0.04736904299997491,0.0031117550000203664
