,train,test
0.1,22.810413599000185,0.011701310000034937
0.2,21.61292914699993,0.025287080999987666
0.3,15.247755030000008,0.042486369000016566
0.4,16.41768845799993,0.058362586999919586
0.5,11.747112620000053,0.07521913599998697
0.6,19.519419260000177,0.09029753799995888
0.7,13.757651992000092,0.10968547499987835
0.8,11.867117307000171,0.12724557199999253
0.9,5.758307351999974,0.1462094519999937
