,train,test
0.1,1.2943491449996145,5.17304638800033
0.2,1.0181648590005352,9.213770572999238
0.3,0.7764089640004386,12.149720568999328
0.4,0.5691489230002844,13.99789929399958
0.5,0.396513641000638,14.868341890999545
0.6,0.25728485800027556,12.820828584000083
0.7,0.1466045960005431,11.909683789000155
0.8,0.06783549299962033,8.787953662000291
0.9,0.020559513000080187,5.332408821999707
