mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MLP__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.04999523162841797,0.024997615814208986,0.0,0.0,1,{'MLP__max_iter': 1},0.6303624875290986,0.677502494180246,0.7044905008635579,0.6533678756476685,0.6059585492227979,0.6543349377330564,0.03451609152368681,17,0.6272331690419426,0.6552607101236997,0.6325242512813996,0.6454653280806539,0.6517240648960054,0.6424415046847403,0.010856213411514604
0.003125,0.00625,0.0,0.0,2,{'MLP__max_iter': 2},0.6329398071167275,0.6742600598603257,0.6867012089810016,0.661139896373057,0.611139896373057,0.6532374740437747,0.027576939419151143,18,0.6080100071632473,0.6512728128040371,0.6415681789299784,0.624528741474986,0.6251747363070275,0.6301108953358552,0.014987137578528625
0.006250143051147461,0.007654830677431215,0.0031249523162841797,0.006249904632568359,4,{'MLP__max_iter': 4},0.5974393082806784,0.6516461589624211,0.652245250431779,0.6100172711571676,0.6266839378238344,0.6275954339398996,0.021954332261910247,20,0.6045620262367293,0.6289598323586327,0.6182488245012072,0.6078917270301181,0.6070233405345871,0.6133371501322549,0.009107275869673847
0.015625429153442384,9.702200865447905e-07,0.0,0.0,8,{'MLP__max_iter': 8},0.5542068506817426,0.5864649151978715,0.5985319516407599,0.5896373056994819,0.5870466321243524,0.583131627054082,0.015139790859833085,22,0.5792661413618724,0.5855901125805867,0.5983818358961325,0.57595204812132,0.5737916719617061,0.5825963619843235,0.00884198588272687
0.03125076293945313,0.009881740732582633,0.0031246662139892576,0.006249332427978514,16,{'MLP__max_iter': 16},0.5271034253408713,0.6696873960758231,0.5818652849740933,0.5922279792746115,0.6537132987910191,0.6048961558325421,0.051706092787210146,21,0.59773555857291,0.6088385917269841,0.6473397721014952,0.6482081585970262,0.61800525267929,0.6240254667355412,0.02042744644527399
0.05625004768371582,0.007654791782949968,0.0,0.0,32,{'MLP__max_iter': 32},0.6025939474559361,0.7019454605919521,0.5985319516407599,0.6318652849740934,0.69853195164076,0.6467136512884509,0.045237808741056054,19,0.663204430521848,0.6586766168090407,0.6775426780192316,0.6633096115558944,0.6523065192527638,0.6630079712317556,0.008302638016071166
0.10312428474426269,0.012501192198841536,0.0,0.0,64,{'MLP__max_iter': 64},0.6025939474559361,0.6942135018290655,0.657426597582038,0.6766839378238344,0.69853195164076,0.6658274805187886,0.03488130997647155,16,0.686057327360397,0.6850149145221475,0.6995488626254923,0.6866077858262377,0.6790570593468039,0.6872571899362157,0.006711431354266488
0.1937894344329834,0.01595442871914304,0.0,0.0,128,{'MLP__max_iter': 128},0.6051712670435649,0.6864815430661788,0.707426597582038,0.7318652849740933,0.693350604490501,0.6847195325166141,0.04281997468169624,15,0.7238942405354261,0.7047779927939872,0.7234930317278773,0.7146503155843605,0.7291057737111873,0.7191842708705677,0.008570683187971443
0.42815485000610354,0.05643175142374696,0.0,0.0,256,{'MLP__max_iter': 256},0.6458264050548719,0.7051878949118723,0.7266839378238341,0.7433506044905009,0.7396373056994818,0.7120062909737254,0.03578927852117656,14,0.7541135214309388,0.75849700105845,0.7534735459821239,0.7439848350065658,0.7651226331172956,0.7550383073190747,0.006915766715720963
0.8469120502471924,0.12241102002125046,0.0,0.0,512,{'MLP__max_iter': 512},0.6593781177253075,0.7348686398403724,0.7240932642487046,0.7433506044905009,0.74853195164076,0.721955431990179,0.032462347108764604,13,0.7995680668854843,0.7976275752942812,0.8106282034989621,0.8093362138348794,0.8278900326174439,0.8090100184262102,0.01075072390850507
1.543833589553833,0.15606385490854888,0.0,0.0,1024,{'MLP__max_iter': 1024},0.6839042234785501,0.7509976720984369,0.7240932642487047,0.7433506044905009,0.7266839378238343,0.7257760745025738,0.02329633283076302,12,0.8510953353361916,0.8456694428704308,0.8725272165035795,0.8604545261998559,0.8850446901342821,0.862958242208868,0.014319749906358007
1.7969542503356934,0.3112646701526691,0.003125,0.006250000000000001,2048,{'MLP__max_iter': 2048},0.6864815430661789,0.7509976720984369,0.7215025906735751,0.7433506044905009,0.7266839378238343,0.7257780197214857,0.022443965218078427,1,0.8676242609560263,0.8456694428704308,0.8759795823272757,0.8604545261998559,0.9156711992205702,0.8730798023148317,0.02350712295399415
1.5344627857208253,0.15033795708197506,0.0,0.0,2100,{'MLP__max_iter': 2100},0.6864815430661789,0.7509976720984369,0.7215025906735751,0.7433506044905009,0.7266839378238343,0.7257780197214857,0.022443965218078427,1,0.8676242609560263,0.8456694428704308,0.8759795823272757,0.8604545261998559,0.9156711992205702,0.8730798023148317,0.02350712295399415
1.4719825267791748,0.14767635878816637,0.0,0.0,2200,{'MLP__max_iter': 2200},0.6864815430661789,0.7509976720984369,0.7215025906735751,0.7433506044905009,0.7266839378238343,0.7257780197214857,0.022443965218078427,1,0.8676242609560263,0.8456694428704308,0.8759795823272757,0.8604545261998559,0.9156711992205702,0.8730798023148317,0.02350712295399415
1.4703752040863036,0.1587057754327044,0.0,0.0,2300,{'MLP__max_iter': 2300},0.6864815430661789,0.7509976720984369,0.7215025906735751,0.7433506044905009,0.7266839378238343,0.7257780197214857,0.022443965218078427,1,0.8676242609560263,0.8456694428704308,0.8759795823272757,0.8604545261998559,0.9156711992205702,0.8730798023148317,0.02350712295399415
1.4688531398773192,0.14144862208488357,0.0,0.0,2400,{'MLP__max_iter': 2400},0.6864815430661789,0.7509976720984369,0.7215025906735751,0.7433506044905009,0.7266839378238343,0.7257780197214857,0.022443965218078427,1,0.8676242609560263,0.8456694428704308,0.8759795823272757,0.8604545261998559,0.9156711992205702,0.8730798023148317,0.02350712295399415
1.643823766708374,0.1818033051878255,0.0,0.0,2500,{'MLP__max_iter': 2500},0.6864815430661789,0.7509976720984369,0.7215025906735751,0.7433506044905009,0.7266839378238343,0.7257780197214857,0.022443965218078427,1,0.8676242609560263,0.8456694428704308,0.8759795823272757,0.8604545261998559,0.9156711992205702,0.8730798023148317,0.02350712295399415
