mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_Boost__base_estimator__alpha,param_Boost__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.2999851703643799,0.028642273908415,0.0031251907348632812,0.0062503814697265625,-1,1,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 1}",0.7606791050313957,0.753208007624906,0.7552712004542945,0.7467876433241734,0.767207333716231,0.7566301617886827,0.006908902569997059,107,0.9363461933390108,0.9380415227835135,0.9388110905550823,0.9378686839710569,0.9400509529386732,0.9382236887174674,0.0012139305702160593
0.40624380111694336,0.040741248192891384,0.015626287460327147,1.6764064627882905e-06,-1,2,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 2}",0.7606791050313957,0.753208007624906,0.7552712004542945,0.7467876433241734,0.767207333716231,0.7566301617886827,0.006908902569997059,107,0.9363461933390108,0.9380415227835135,0.9388110905550823,0.9378686839710569,0.9400509529386732,0.9382236887174674,0.0012139305702160593
0.7843729496002197,0.062026723487600306,0.018750810623168947,0.006250787223951844,-1,5,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 5}",0.7606791050313957,0.753208007624906,0.7552712004542945,0.7467876433241734,0.767207333716231,0.7566301617886827,0.006908902569997059,107,0.9363461933390108,0.9380415227835135,0.9388110905550823,0.9378686839710569,0.9400509529386732,0.9382236887174674,0.0012139305702160593
0.8753559112548828,0.11043368017992677,0.012591552734375,0.0062981388757352595,-1,10,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 10}",0.7606791050313957,0.753208007624906,0.7552712004542945,0.7467876433241734,0.767207333716231,0.7566301617886827,0.006908902569997059,107,0.9363461933390108,0.9380415227835135,0.9388110905550823,0.9378686839710569,0.9400509529386732,0.9382236887174674,0.0012139305702160593
0.8375890731811524,0.08367654585516093,0.012500953674316407,0.006250477370081417,-1,20,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 20}",0.7606791050313957,0.753208007624906,0.7552712004542945,0.7467876433241734,0.767207333716231,0.7566301617886827,0.006908902569997059,107,0.9363461933390108,0.9380415227835135,0.9388110905550823,0.9378686839710569,0.9400509529386732,0.9382236887174674,0.0012139305702160593
0.8531630992889404,0.12288468344274109,0.015625143051147462,9.725607897935455e-07,-1,30,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 30}",0.7606791050313957,0.753208007624906,0.7552712004542945,0.7467876433241734,0.767207333716231,0.7566301617886827,0.006908902569997059,107,0.9363461933390108,0.9380415227835135,0.9388110905550823,0.9378686839710569,0.9400509529386732,0.9382236887174674,0.0012139305702160593
0.8501562595367431,0.10805528077069985,0.012500524520874023,0.006250262481207583,-1,45,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 45}",0.7606791050313957,0.753208007624906,0.7552712004542945,0.7467876433241734,0.767207333716231,0.7566301617886827,0.006908902569997059,107,0.9363461933390108,0.9380415227835135,0.9388110905550823,0.9378686839710569,0.9400509529386732,0.9382236887174674,0.0012139305702160593
0.8531793594360352,0.08979774705595225,0.006250619888305664,0.007655414654561995,-1,60,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 60}",0.7606791050313957,0.753208007624906,0.7552712004542945,0.7467876433241734,0.767207333716231,0.7566301617886827,0.006908902569997059,107,0.9363461933390108,0.9380415227835135,0.9388110905550823,0.9378686839710569,0.9400509529386732,0.9382236887174674,0.0012139305702160593
0.8843723773956299,0.1494130332773907,0.012499856948852538,0.006249928649733377,-1,80,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 80}",0.7606791050313957,0.753208007624906,0.7552712004542945,0.7467876433241734,0.767207333716231,0.7566301617886827,0.006908902569997059,107,0.9363461933390108,0.9380415227835135,0.9388110905550823,0.9378686839710569,0.9400509529386732,0.9382236887174674,0.0012139305702160593
0.8690178394317627,0.1485688241788503,0.012633275985717774,0.006321928503250688,-1,100,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 100}",0.7606791050313957,0.753208007624906,0.7552712004542945,0.7467876433241734,0.767207333716231,0.7566301617886827,0.006908902569997059,107,0.9363461933390108,0.9380415227835135,0.9388110905550823,0.9378686839710569,0.9400509529386732,0.9382236887174674,0.0012139305702160593
3.2316990375518797,0.15506910317559272,0.003125,0.006250000000000001,-0.001,1,"{'Boost__base_estimator__alpha': -0.001, 'Boost__n_estimators': 1}",0.7991726966473676,0.7688483276309688,0.7793905969667736,0.7696234351474568,0.7798014553617064,0.779367691766491,0.01093702205106096,78,0.8879881764828038,0.8589464020055736,0.8999802682523931,0.8770301046417783,0.8719090826911788,0.8791708068147456,0.01397942406620193
6.619042682647705,0.22549573320205385,0.015624332427978515,4.1019083342755444e-07,-0.001,2,"{'Boost__base_estimator__alpha': -0.001, 'Boost__n_estimators': 2}",0.7991726966473676,0.7688483276309688,0.7793905969667736,0.7696234351474568,0.7798014553617064,0.779367691766491,0.01093702205106096,78,0.8879881764828038,0.8589464020055736,0.8999802682523931,0.8770301046417783,0.8719090826911788,0.8791708068147456,0.01397942406620193
