,train,test
0.1,2.0985823570000015,0.00022226900000177352
0.2,1.2569038940000006,0.0002620239999977514
0.3,1.663108152000003,0.0004972450000018114
0.4,1.1762744329999997,0.0004824869999993098
0.5,1.1104981470000013,0.0005659129999990853
0.6,1.365289581999999,0.0006749389999995969
0.7,1.006217208999999,0.0009279279999994117
0.8,0.6198587479999986,0.0008207089999991979
0.9,0.28355208899999695,0.0009137730000006172
