,train,test
0.1,0.17893709999999885,0.0026223440000023857
0.2,0.1608884950000018,0.002607586999999967
0.3,0.14487162600000048,0.002689807000002986
0.4,0.12211352399999953,0.020275503999997113
0.5,0.10671045399999812,0.0027891960000019367
0.6,0.0862524370000024,0.002838589000003111
0.7,0.07050813300000058,0.0028232290000005378
0.8,0.056540469999998066,0.002858466000002835
0.9,0.040184477000000385,0.003019595000001374
