,0,1,2,3,4
50,0.5694444444444444,0.8717948717948717,0.8717948717948717,0.8717948717948717,0.8717948717948717
100,0.5000000000000003,0.7572298325722984,0.7572298325722984,0.7572298325722984,0.7572298325722984
454,0.8879126940351432,0.9346546957822922,0.9346546957822922,0.9346546957822922,0.9346546957822922
909,0.9003383955100694,0.9262871480709071,0.9280943583913601,0.9280943583913601,0.9280943583913601
1364,0.8973949995291459,0.9180713814860157,0.9287773958197351,0.9287773958197351,0.9287773958197351
1818,0.9072715719499477,0.9121431830031281,0.8776932351407716,0.8786176980820835,0.8786176980820835
2273,0.8949373914519512,0.9115681428166292,0.8783294105957385,0.8886413890065786,0.8886413890065786
2728,0.8924481727853593,0.8892354916438727,0.8863043729335648,0.8886910552158606,0.8886910552158606
3182,0.8964978652883332,0.8897015322997952,0.8832036511222796,0.89644966810146,0.8910011218830703
