step,reward,mean,median,std,max,min
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0048543689320388345,0.00013484358144552318,0.0,0.0007977453860706062,0.0048543689320388345,0.0
36,0.0,0.0001311991603253739,0.0,0.0007871949619522434,0.0048543689320388345,0.0
37,0.0,0.00012774655084312722,0.0,0.0007770519328434108,0.0048543689320388345,0.0
38,0.0,0.00012447099825740602,0.0,0.0007672907646214806,0.0048543689320388345,0.0
39,0.0,0.00012135922330097087,0.0,0.0007578881066017473,0.0048543689320388345,0.0
40,0.0,0.00011839924224484962,0.0,0.0007488225574635043,0.0048543689320388345,0.0
41,0.0,0.0001155802126675913,0.0,0.0007400744610994969,0.0048543689320388345,0.0
42,0.0,0.00011289230074508918,0.0,0.0007316257279755994,0.0048543689320388345,0.0
43,0.0,0.00011032656663724624,0.0,0.0007234596783210503,0.0048543689320388345,0.0
44,0.0,0.00010787486515641854,0.0,0.0007155609040680473,0.0048543689320388345,0.0
45,0.0,0.00010552975939214858,0.0,0.0007079151469501233,0.0048543689320388345,0.0
46,0.0,0.0001032844453625284,0.0,0.0007005091905727399,0.0048543689320388345,0.0
47,0.0,0.00010113268608414239,0.0,0.0006933307646036655,0.0048543689320388345,0.0
48,0.0,9.906875371507826e-05,0.0,0.000686368459508174,0.0048543689320388345,0.0
49,0.0,9.708737864077669e-05,0.0,0.0006796116504854369,0.0048543689320388345,0.0
50,0.0,9.518370454978107e-05,0.0,0.0006730504294560702,0.0048543689320388345,0.0
51,0.0,9.335324869305451e-05,0.0,0.0006666755441134101,0.0048543689320388345,0.0
52,0.0,9.159186664224217e-05,0.0,0.0006604783431881276,0.0048543689320388345,0.0
53,0.0,8.989572096368213e-05,0.0,0.0006544507271917043,0.0048543689320388345,0.0
54,0.0,8.8261253309797e-05,0.0,0.0006485851040026067,0.0048543689320388345,0.0
55,0.0,8.668515950069347e-05,0.0,0.0006428743487426892,0.0048543689320388345,0.0
56,0.0,8.516436722875148e-05,0.0,0.0006373117674627731,0.0048543689320388345,0.0
57,0.0,8.369601606963508e-05,0.0,0.0006318910642175049,0.0048543689320388345,0.0
58,0.0,8.227743952608194e-05,0.0,0.000626606311162079,0.0048543689320388345,0.0
59,0.0,8.09061488673139e-05,0.0,0.000621451921348593,0.0048543689320388345,0.0
60,0.0,7.957981855801368e-05,0.0,0.0006164226239387898,0.0048543689320388345,0.0
61,0.0,7.829627309740055e-05,0.0,0.0006115134415836716,0.0048543689320388345,0.0
62,0.0,7.705347511172753e-05,0.0,0.0006067196697497156,0.0048543689320388345,0.0
63,0.0,7.584951456310679e-05,0.0,0.0006020368577968575,0.0048543689320388345,0.0
64,0.0,7.46825989544436e-05,0.0,0.000597460791635549,0.0048543689320388345,0.0
65,0.0,7.355104442483083e-05,0.0,0.0005929874778095432,0.0048543689320388345,0.0
66,0.0,7.245326764237066e-05,0.0,0.0005886131288679871,0.0048543689320388345,0.0
67,0.0,7.13877784123358e-05,0.0,0.0005843341499052291,0.0048543689320388345,0.0
68,0.0,7.035317292809905e-05,0.0,0.0005801471261597946,0.0048543689320388345,0.0
69,0.0,6.934812760055478e-05,0.0,0.0005760488115754559,0.0048543689320388345,0.0
