steps,time,reward,delta,converged
1,0.025267073999884815,-5.149700598802395,0,False
2,0.0249746330000562,-7.718562874251497,0,False
3,0.024829769000007218,-6.92814371257485,0,False
4,0.016836282999975083,-8.338278931750741,100.00057725577331,False
5,0.009340640000118583,-3.0846560846560847,100.00057725577331,False
6,0.004921801999898889,-2.9797979797979797,100.00057725577331,False
7,0.004422452999961024,-6.53932584269663,100.00057725577331,False
8,0.0012170479999440431,3.2083333333333335,100.00057725577331,False
9,0.0024985479999486415,-0.96,100.00057725577331,False
10,0.005590710999967996,-3.587719298245614,100.00057725577331,False
11,0.0073890270000447345,-7.630872483221476,100.00057725577331,False
12,0.0027921930000047723,-0.9642857142857143,100.00057725577331,False
13,0.002844596999921123,-2.6724137931034484,100.00057725577331,False
14,0.004166153000142003,-3.36144578313253,100.00057725577331,False
15,0.0011541019998730917,3.391304347826087,100.00057725577331,False
16,0.002363923000075374,-3.0208333333333335,100.00057725577331,False
17,0.004657067999914943,-4.105263157894737,100.00057725577331,False
18,0.002759063999974387,-4.5,100.00057725577331,False
19,0.0010041170000931743,4.05,100.00057725577331,False
20,0.00491246499996123,-4.010204081632653,100.00057725577331,False
21,0.0033171410000250034,-6.880597014925373,100.00057725577331,False
22,0.011993089000043256,-7.457142857142857,100.00057725577331,False
23,0.0011878339998929732,3.2083333333333335,100.00057725577331,False
24,0.0035686219998751767,-5.097222222222222,100.00057725577331,False
25,0.0010884470000291913,3.8095238095238093,100.00057725577331,False
26,0.007521543999928326,-5.082758620689655,100.00057725577331,False
27,0.0021657500001310837,-0.9545454545454546,100.00057725577331,False
28,0.0011498859998937405,3.590909090909091,100.00057725577331,False
29,0.0014344960000016727,-0.9310344827586207,100.00057725577331,False
30,0.0008095579999007896,5.3125,100.00057725577331,False
31,0.0028319479999936448,-4.43859649122807,100.00057725577331,False
32,0.002887063000116541,-2.6724137931034484,100.00057725577331,False
33,0.00104899200005093,3.8095238095238093,100.00057725577331,False
34,0.004266444999984742,-3.2528735632183907,100.00057725577331,False
35,0.001332698999931381,2.8846153846153846,100.00057725577331,False
36,0.004889274999868576,-4.94,100.00057725577331,False
37,0.002156412999966051,-0.9545454545454546,100.00057725577331,False
38,0.0013649249999616586,-0.9090909090909091,100.00057725577331,False
39,0.0015796619998127426,-4.03125,100.00057725577331,False
40,0.006237334000161354,-6.710743801652892,100.00057725577331,False
41,0.0016335729999354953,-0.9393939393939394,100.00057725577331,False
42,0.000896296999826518,4.9411764705882355,100.00057725577331,False
43,0.001958541000021796,-0.95,100.00057725577331,False
44,0.000808654999900682,5.3125,100.00057725577331,False
45,0.000870093999992605,5.3125,100.00057725577331,False
