step,reward,mean,median,std,max,min
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.015625,0.00390625,0.0,0.0067658234670659265,0.015625,0.0
4,0.010638297872340425,0.005252659574468086,0.0,0.006623622024155463,0.015625,0.0
5,0.0,0.004377216312056738,0.0,0.006355494614444906,0.015625,0.0
6,0.01,0.0051804711246200615,0.0,0.006204296197100466,0.015625,0.0
7,0.0,0.004532912234042553,0.0,0.006051194717247801,0.015625,0.0
8,0.0,0.004029255319148935,0.0,0.005880286470521964,0.015625,0.0
9,0.02,0.005626329787234043,0.0,0.007353625893893925,0.02,0.0
10,0.01,0.0060239361702127655,0.0,0.007123253405124966,0.02,0.0
11,0.0,0.005521941489361702,0.0,0.0070202798666757415,0.02,0.0
12,0.0,0.005097176759410802,0.0,0.006903501144646901,0.02,0.0
13,0.0,0.004733092705167173,0.0,0.0067806640785226776,0.02,0.0
14,0.0,0.004417553191489361,0.0,0.006656287071263655,0.02,0.0
15,0.0,0.004141456117021276,0.0,0.006533028902781407,0.02,0.0
16,0.0,0.0038978410513141426,0.0,0.006412442885783386,0.02,0.0
17,0.0,0.0036812943262411347,0.0,0.006295409721575667,0.02,0.0
18,0.0,0.003487541993281075,0.0,0.006182394241875634,0.02,0.0
19,0.0,0.003313164893617021,0.0,0.006073601791254993,0.02,0.0
20,0.0,0.0031553951367781154,0.0,0.005969075539683401,0.02,0.0
21,0.0,0.0030119680851063827,0.0,0.005868758069856998,0.02,0.0
22,0.0,0.0028810129509713226,0.0,0.005772530856589379,0.02,0.0
23,0.0,0.002760970744680851,0.0,0.005680239797421401,0.02,0.0
24,0.009433962264150943,0.0030278904054596547,0.0,0.005717029448709185,0.02,0.0
25,0.0,0.002911433082172745,0.0,0.005636168035488602,0.02,0.0
26,0.0,0.002803602227277458,0.0,0.005558072685891377,0.02,0.0
27,0.01818181818181818,0.0033528242256539126,0.0,0.006159000715999401,0.02,0.0
28,0.0,0.003237209597183088,0.0,0.006082722591734799,0.02,0.0
29,0.015625,0.0036501359439436516,0.0,0.00638051203729157,0.02,0.0
30,0.0,0.003532389623171276,0.0,0.006309802200448252,0.02,0.0
31,0.02631578947368421,0.004244370868499805,0.0,0.00736775846471935,0.02631578947368421,0.0
32,0.0,0.004115753569454357,0.0,0.007291656622623688,0.02631578947368421,0.0
33,0.0196078431372549,0.004571403262624961,0.0,0.007645641455974861,0.02631578947368421,0.0
34,0.0,0.004440791740835676,0.0,0.007574013808779938,0.02631578947368421,0.0
35,0.006060606060606061,0.0044857865830515205,0.0,0.007472820931523966,0.02631578947368421,0.0
36,0.0,0.0043645491078339125,0.0,0.007406951322576047,0.02631578947368421,0.0
37,0.007633587786259542,0.004450576441476692,0.0,0.007327550246403119,0.02631578947368421,0.0
38,0.0,0.004336459096823443,0.0,0.007267125594796167,0.02631578947368421,0.0
39,0.0196078431372549,0.004718243697834229,0.0,0.007561445386397212,0.02631578947368421,0.0
40,0.0,0.004603164583252907,0.0,0.007504042984340027,0.02631578947368421,0.0
41,0.0,0.00449356542650879,0.0,0.007447309720019337,0.02631578947368421,0.0
42,0.015151515151515152,0.004741424722439169,0.0,0.007533447814994313,0.02631578947368421,0.0
43,0.0,0.0046336650696564615,0.0,0.007480796811761982,0.02631578947368421,0.0
44,0.0,0.004530694734775207,0.0,0.0074286769320638735,0.02631578947368421,0.0
45,0.0,0.004432201370975746,0.0,0.007377133876494061,0.02631578947368421,0.0
46,0.0,0.004337899214146474,0.0,0.007326203680788926,0.02631578947368421,0.0
47,0.0,0.004247526313851756,0.0,0.007275914287568334,0.02631578947368421,0.0
48,0.0,0.0041608421033649855,0.0,0.007226286856492919,0.02631578947368421,0.0
49,0.0,0.004077625261297686,0.0,0.007177336859522125,0.02631578947368421,0.0
50,0.029411764705882353,0.004574373093544444,0.0,0.00792729482120746,0.029411764705882353,0.0
51,0.0,0.004486404380207051,0.0,0.007875796235427992,0.029411764705882353,0.0
52,0.0,0.0044017552409578616,0.0,0.007824987435973619,0.029411764705882353,0.0
53,0.0,0.004320241255014197,0.0,0.007774875666938639,0.029411764705882353,0.0
54,0.014492753623188406,0.004505196025344637,0.0,0.00782284289356272,0.029411764705882353,0.0
55,0.0,0.004424746096320626,0.0,0.007775605454241128,0.029411764705882353,0.0
56,0.0,0.004347118971823773,0.0,0.007728958019445707,0.029411764705882353,0.0
57,0.0,0.004272168644723363,0.0,0.007682906208779658,0.029411764705882353,0.0
58,0.0,0.004199759006677205,0.0,0.007637453266957039,0.029411764705882353,0.0
59,0.0,0.004129763023232585,0.0,0.00759260041240206,0.029411764705882353,0.0
60,0.025,0.0044718980556386085,0.0,0.007982851716932578,0.029411764705882353,0.0
61,0.0,0.004399770667644437,0.0,0.00793822574990524,0.029411764705882353,0.0
62,0.0,0.004329933037999287,0.0,0.00789414817612196,0.029411764705882353,0.0
