params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""discount_factor"": 0.0}",1.2730530619999954,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.1}",1.2279762029999972,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.2}",1.2505564960000015,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.3}",0.7402158040000018,100,0.00013696715583508037,0.0,0.0,0.007407407407407408,0.0009620243326211935
"{""discount_factor"": 0.4}",0.7587579429999991,100,0.00010741833618056633,0.0,0.0,0.0070921985815602835,0.0007903495854691598
"{""discount_factor"": 0.5}",0.6764944069999999,100,0.003322264979558322,0.0,0.0,0.03125,0.007200917778711421
"{""discount_factor"": 0.6}",0.7234978830000003,100,0.010338738637911772,0.008233938736785035,0.0,0.041666666666666664,0.011242889964759445
"{""discount_factor"": 0.7}",0.8251576879999973,100,0.010025458392315358,0.00909767595732363,0.0,0.047619047619047616,0.010698678946394003
"{""discount_factor"": 0.8}",0.7335568259999974,100,0.01073910394222608,0.010695493022191718,0.0,0.038461538461538464,0.010019109746041881
"{""discount_factor"": 0.9}",0.8305101690000001,100,0.011406389045767627,0.010527482269503546,0.0,0.045454545454545456,0.010104907279962595
