iterations,fitness,time,fevals
0,23.0,0.070944794,1000
10,31.0,0.136359064,2100
20,38.0,0.190558685,3200
30,41.0,0.240665603,4300
40,40.0,0.2925061,5400
50,53.0,0.34069783,6500
60,53.0,0.387168932,7600
70,41.0,0.435229048,8700
80,46.0,0.483280429,9800
90,56.0,0.531040873,10900
100,59.0,0.579147971,12000
110,53.0,0.626791859,13100
120,60.0,0.674958591,14200
130,64.0,0.721017983,15300
140,62.0,0.765486857,16400
150,64.0,0.809668708,17500
160,62.0,0.852419664,18600
170,65.0,0.896483453,19700
180,64.0,0.94158239,20800
190,63.0,0.987378553,21900
200,65.0,1.031084242,23000
210,65.0,1.074527906,24100
220,70.0,1.118061924,25200
230,66.0,1.163189473,26300
240,70.0,1.208394123,27400
250,70.0,1.252267267,28500
260,72.0,1.297401742,29600
270,68.0,1.342460321,30700
280,70.0,1.388896788,31800
290,76.0,1.433434028,32900
300,70.0,1.478898293,34000
310,70.0,1.524937808,35100
320,69.0,1.572530797,36200
330,68.0,1.615516371,37300
340,69.0,1.659254588,38400
350,70.0,1.703067798,39500
360,69.0,1.748602237,40600
370,70.0,1.792363644,41700
380,68.0,1.836874079,42800
390,69.0,1.881213446,43900
400,70.0,1.926153963,45000
410,70.0,1.972275699,46100
420,69.0,2.016136796,47200
430,70.0,2.059794598,48300
440,69.0,2.103881879,49400
450,72.0,2.150753848,50500
460,71.0,2.194730296,51600
470,77.0,2.239441316,52700
480,67.0,2.284249014,53800
490,73.0,2.330075294,54900
500,89.0,2.375001355,56000
510,72.0,2.419853326,57100
520,90.0,2.464090594,58200
530,79.0,2.510861669,59300
540,89.0,2.556401228,60400
550,76.0,2.600166249,61500
560,89.0,2.643306026,62600
570,75.0,2.687411076,63700
580,76.0,2.732352497,64800
590,77.0,2.776327138,65900
600,77.0,2.821408607,67000
610,89.0,2.8677752,68100
620,74.0,2.910952322,69200
630,76.0,2.95434298,70300
640,78.0,2.998999487,71400
650,90.0,3.04435081,72500
660,77.0,3.090977922,73600
670,91.0,3.135039603,74700
680,90.0,3.181564314,75800
690,75.0,3.226108783,76900
700,90.0,3.268413695,78000
710,77.0,3.312005539,79100
720,91.0,3.357321323,80200
730,90.0,3.401194467,81300
740,70.0,3.44517212,82400
750,79.0,3.49037436,83500
760,90.0,3.536211784,84600
770,90.0,3.580939971,85700
780,78.0,3.62495256,86800
790,78.0,3.667256267,87900
800,78.0,3.712431101,89000
810,94.0,3.756800887,90100
820,78.0,3.8011008,91200
830,90.0,3.844524587,92300
840,79.0,3.888585064,93400
850,76.0,3.934728485,94500
860,91.0,3.979421735,95600
870,77.0,4.023103631,96700
880,77.0,4.067770077,97800
890,78.0,4.111854346,98900
900,79.0,4.15469686,100000
910,77.0,4.197480043,101100
920,78.0,4.239631656,102200
930,75.0,4.281394147,103300
940,76.0,4.326930394,104400
950,78.0,4.369865069,105500
960,74.0,4.413132545,106600
970,77.0,4.456719269,107700
980,76.0,4.501704963,108800
990,78.0,4.545042011,109900
1000,75.0,4.588823898,111000
1010,75.0,4.6317911,112100
1020,78.0,4.675809111,113200
1030,74.0,4.718100169,114300
1040,79.0,4.760075292,115400
1050,79.0,4.803109657,116500
1060,78.0,4.845706712,117600
1070,78.0,4.891748335,118700
1080,76.0,4.935188385,119800
1090,82.0,4.977187903,120900
1100,77.0,5.02046592,122000
1110,78.0,5.065600998,123100
1120,75.0,5.108621508,124200
1130,78.0,5.150741799,125300
