steps,time,reward,delta,converged
1,0.005703048999990301,0.0,0,False
2,0.00032978600000888036,0.0,0,False
3,0.0015326790000074197,0.0,0,False
4,0.0017410930000067992,0.0,0,False
5,0.0008146790000012061,0.0,0,False
6,0.002544929000009688,0.0,8.000984260997797e-06,False
7,0.0014676250000036362,0.0,8.000984260997797e-06,False
8,0.0015721330000104672,0.0,8.000984260997797e-06,False
9,0.0011387419999948634,0.0,8.000984260997797e-06,False
10,0.0011345260000013013,0.0,8.000984260997797e-06,False
11,0.0011809070000055044,0.0,8.000984260997797e-06,False
12,0.003605665999998564,0.0,8.000984260997797e-06,False
13,0.0014242569999964871,0.0,8.000984260997797e-06,False
14,0.0020284139999944273,0.0,8.000984260997797e-06,False
15,0.0015094890000000305,0.0,8.000984260997797e-06,False
16,0.0009402680000079044,0.0,8.000984260997797e-06,False
17,0.0016504390000022795,0.0,8.000984260997797e-06,False
18,0.0012197590000084801,0.0,8.000984260997797e-06,False
19,0.0009366540000002033,0.0,8.000984260997797e-06,False
20,0.0007505279999975301,0.0,8.000984260997797e-06,False
21,0.0006463210000049457,0.0,8.000984260997797e-06,False
22,0.001362215000000333,0.0,8.000984260997797e-06,False
23,0.0005071780000065473,0.0,8.000984260997797e-06,False
24,0.0018949929999934056,0.0,8.000984260997797e-06,False
25,0.0036863810000085095,0.0,7.113360475530616e-05,False
26,0.000938160000004018,0.0,7.113360475530616e-05,False
27,0.00046170100000608727,0.0,7.113360475530616e-05,False
28,0.0012164450000113902,0.0,7.113360475530616e-05,False
29,0.0010351380000059862,0.0,7.113360475530616e-05,False
30,0.001273066999999628,0.0,7.113360475530616e-05,False
31,0.0005023599999987027,0.0,7.113360475530616e-05,False
32,0.004472448999990775,0.0,0.00012121542194084865,False
33,0.0009884560000017473,0.0,0.00012121542194084865,False
34,0.0015534610000003113,0.0,0.00012121542194084865,False
35,0.0020772040000025527,0.0,0.00012121542194084865,False
36,0.0010923620000085066,0.0,0.00012121542194084865,False
37,0.0013272790000087298,0.0,0.00012121542194084865,False
38,0.0010812179999959426,0.0,0.00012121542194084865,False
39,0.002273870999999872,0.0,0.00012121542194084865,False
40,0.0008336529999866116,0.0,0.00012121542194084865,False
41,0.0006023499999940896,0.0,0.00012121542194084865,False
42,0.0010282109999906197,0.0,0.00012121542194084865,False
43,0.005912064999989752,0.0,0.00019511608622968787,False
44,0.0009776139999928546,0.0,0.00019511608622968787,False
45,0.0005999400000007427,0.0,0.00019511608622968787,False
46,0.004725133999997411,0.0,0.00019511608622968787,False
47,0.0007948009999978467,0.0,0.00019511608622968787,False
48,0.00045356900000115274,0.0,0.00019511608622968787,False
49,0.0007960060000016256,0.0,0.00019511608622968787,False
50,0.00026473300000873223,0.0,0.00019511608622968787,False
51,0.00046019500000227254,0.0,0.00019511608622968787,False
52,0.0017350690000057511,0.0,0.00019511608622968787,False
53,0.0016929049999987456,0.0,0.00019511608622968787,False
54,0.0007369749999952546,0.0,0.00019511608622968787,False
55,0.001020379999999932,0.0,0.00019511608622968787,False
56,0.0009246070000017426,0.0,0.00019511608622968787,False
57,0.0026298599999989847,0.0,0.00019511608622968787,False
58,0.002659675999993283,0.0,0.00019511608622968787,False
59,0.0004583890000020574,0.0,0.00019511608622968787,False
60,0.003149387000007664,0.0,0.00019511608622968787,False
61,0.0007896810000005416,0.0,0.00019511608622968787,False
62,0.0004565810000087822,0.0,0.00019511608622968787,False
63,0.0005996390000007068,0.0,0.00019511608622968787,False
64,0.0004168260000056989,0.0,0.00019511608622968787,False
65,0.0017847630000034087,0.0,0.00019511608622968787,False
66,0.0004547749999943562,0.0,0.00019511608622968787,False
67,0.0006430090000009159,0.0,0.00019511608622968787,False
68,0.003085837999989849,0.0,0.00019511608622968787,False
69,0.0011200699999989183,0.0,0.00019511608622968787,False
70,0.0005508490000067923,0.0,0.00019511608622968787,False
71,0.0006451160000011669,0.0,0.00019511608622968787,False
72,0.0011203709999989542,0.0,0.00019511608622968787,False
73,0.0005869900000021744,0.0,0.00019511608622968787,False
74,0.000358699000003071,0.0,0.00019511608622968787,False
75,0.001501356999995096,0.0,0.00019511608622968787,False
76,0.0015396059999943645,0.0,0.00019511608622968787,False
77,0.0009297280000026831,0.0,0.00019511608622968787,False
78,0.001919991000008281,0.0,0.00019511608622968787,False
79,0.0004074889999969855,0.0,0.00019511608622968787,False
80,0.001272162999995885,0.0,0.00019511608622968787,False
81,0.0005490419999887308,0.0,0.00019511608622968787,False
82,0.0015871919999881356,0.0,0.00019511608622968787,False
83,0.0006427069999972446,0.0,0.00019511608622968787,False
84,0.0012589109999936454,0.0,0.00019511608622968787,False
85,0.001016767000010077,0.0,0.00019511608622968787,False
86,0.002114548999998078,0.0,0.00019511608622968787,False
87,0.000578556999997204,0.0,0.00019511608622968787,False
88,0.0007797420000059674,0.0,0.00019511608622968787,False
89,0.0010782070000061594,0.0,0.00019511608622968787,False
90,0.0005104910000000018,0.0,0.00019511608622968787,False
91,0.0009631569999868361,0.0,0.00019511608622968787,False
92,0.0006899919999909798,0.0,0.00019511608622968787,False
93,0.0009249090000054139,0.0,0.00019511608622968787,False
94,0.001550147999992646,0.0,0.00019511608622968787,False
95,0.0011363340000087874,0.0,0.00019511608622968787,False
96,0.0005595829999975876,0.0,0.00019511608622968787,False
97,0.000741492999992488,0.0,0.00019511608622968787,False
98,0.000744503999996482,0.0,0.00019511608622968787,False
99,0.00369330899999909,0.0,0.00019511608622968787,False
100,0.0008899720000101752,0.0,0.00019511608622968787,False
101,0.0014046800000073745,0.0,0.00019511608622968787,False
102,0.0008411820000020498,0.0,0.00019511608622968787,False
103,0.0007899820000005775,0.0,0.00019511608622968787,False
104,0.00035809700000299927,0.0,0.00019511608622968787,False
105,0.0005942190000070013,0.0,0.00019511608622968787,False
106,0.0016802549999965777,0.0,0.00019511608622968787,False
107,0.0008315439999933005,0.0,0.00019511608622968787,False
108,0.0007405889999887449,0.0,0.00019511608622968787,False
109,0.0004056829999967704,0.0,0.00019511608622968787,False
110,0.0007357700000056866,0.0,0.00019511608622968787,False
111,0.001630861999998956,0.0,0.00019511608622968787,False
112,0.0007291449999939914,0.0,0.00019511608622968787,False
113,0.0015929139999997233,0.0,0.00019511608622968787,False
114,0.0012947510000032025,0.0,0.00019511608622968787,False
115,0.0008005229999952235,0.0,0.00019511608622968787,False
116,0.0014537710000013249,0.0,0.00019511608622968787,False
117,0.0007369749999952546,0.0,0.00019511608622968787,False
118,0.0005969289999967486,0.0,0.00019511608622968787,False
119,0.0007360710000057225,0.0,0.00019511608622968787,False
120,0.002540410999998244,0.0,0.00019511608622968787,False
121,0.0005017569999949956,0.0,0.00019511608622968787,False
122,0.00102640400000098,0.0,0.00019511608622968787,False
123,0.0005517529999963244,0.0,0.00019511608622968787,False
124,0.0013570939999993925,0.0,0.00019511608622968787,False
125,0.0006448160000047665,0.0,0.00019511608622968787,False
