episode,length,time,reward,delta
0,54.0,0.002833755999972709,0.0,0.0
1,174.0,0.008601858000020002,0.0,0.0
2,18.0,0.0009423770000012155,0.0,0.0
3,52.0,0.0026087769999776356,0.0,0.0
4,35.0,0.001741392999974778,0.0,0.0
5,14.0,0.0007414929999640663,0.0,0.0
6,49.0,0.0024223499999607156,0.0,0.0
7,137.0,0.0067390909999858195,0.0,0.0
8,72.0,0.003567719000102443,0.0,0.0
9,19.0,0.0009845410000934862,0.0,0.0
10,11.0,0.0005942179999465225,0.0,0.0
11,15.0,0.000786067000035473,0.0,0.0
12,44.0,0.00220941899999616,0.0,0.0
13,54.0,0.0026906970000482033,0.0,0.0
14,46.0,0.002320252000004075,0.0,0.0
15,29.0,0.0014619030000631028,0.0,0.0
16,29.0,0.0014579879999701006,0.0,0.0
17,40.0,0.0019844419999799356,0.0,0.0
18,153.0,0.007622738999998546,0.0,0.0
19,53.0,0.0026138979999359435,0.0,0.0
20,16.0,0.0008589510000547307,0.0,0.0
21,96.0,0.004714592999903289,0.0,0.0
22,6.0,0.0003583980000030351,0.0,0.0
23,20.0,0.0010258019999582757,0.0,0.0
24,99.0,0.0049314389999608466,0.0,0.0
25,25.0,0.0012634290000050896,0.0,0.0
26,53.0,0.002649736999956076,0.0,0.0
27,62.0,0.0030813209999678293,0.0,0.0
28,94.0,0.004583582000009301,0.0,0.0
29,67.0,0.003371654000034141,0.0,0.0
30,41.0,0.0020263049999584837,0.0,0.0
31,79.0,0.0038884699999925942,0.0,0.0
32,37.0,0.0018687899998894864,0.0,0.0
33,85.0,0.004167057000017849,0.0,0.0
34,212.0,0.010276089999933902,0.0,0.0
35,17.0,0.0008821410000336982,0.0,0.0
36,15.0,0.0007881750000251486,0.0,0.0
37,8.0,0.0004511600000114413,0.0,0.0
38,72.0,0.003579163000040353,0.0,0.0
39,47.0,0.0023609109999824796,0.0,0.0
40,22.0,0.0011188649999667177,0.0,0.0
41,23.0,0.0012092169999959879,0.0,0.0
42,21.0,0.001062846000081663,0.0,0.0
43,37.0,0.0018733079999719848,0.0,0.0
44,14.0,0.0007354690000056507,0.0,0.0
45,72.0,0.0036005470000191053,0.0,0.0
46,65.0,0.0032222710000269217,0.0,0.0
47,20.0,0.0010282120000510986,0.0,0.0
48,117.0,0.005731962000027124,0.0,0.0
49,18.0,0.0009318359999497261,0.0,0.0
50,74.0,0.003708667999944737,0.0,0.0
51,24.0,0.0012161450000576224,0.0,0.0
52,41.0,0.002057326999988618,0.0,0.0
53,25.0,0.0012592120000363138,0.0,0.0
54,22.0,0.0011685590000070079,0.0,0.0
55,14.0,0.0007436010000674287,0.0,0.0
56,93.0,0.004564005999895926,0.0,0.0
57,59.0,0.0029707900000630616,0.0,0.0
58,97.0,0.004733868000016628,0.0,0.0
59,42.0,0.0021067190000394476,0.0,0.0
60,36.0,0.001783558999932211,0.0,0.0
61,30.0,0.0015432199999168006,0.0,0.0
62,142.0,0.0069869590000735116,0.0,0.0
63,31.0,0.0015450280000095518,0.0,0.0
64,48.0,0.00239795499999218,0.0,0.0
65,111.0,0.005381394999972144,0.0,0.0
66,211.0,0.010272475999954622,0.0,0.0
67,58.0,0.002878330000044116,0.0,0.0
68,65.0,0.003291540999953213,0.0,0.0
69,36.0,0.0018013270000665216,0.0,0.0
70,120.0,0.005824723999921844,0.0,0.0
71,42.0,0.002068169000040143,0.0,0.0
72,188.0,0.009124396999936835,0.0,0.0
73,228.0,0.011167868999905295,0.0,0.0
74,255.0,0.012332513000046674,0.0,0.0
75,195.0,0.009523153000031925,0.0,0.0
76,22.0,0.0011203710000700084,0.0,0.0
77,104.0,0.005137442999966879,0.0,0.0
78,10.0,0.0006264439999768001,0.0,0.0
79,91.0,0.0044492580000223825,0.0,0.0
80,14.0,0.0007363730001088697,0.0,0.0
81,40.0,0.002025703000072099,0.0,0.0
82,83.0,0.0040797160000920485,0.0,0.0
83,51.0,0.0025392060000513084,0.0,0.0
84,111.0,0.005397356999992553,0.0,0.0
