params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""alpha"": 0.1, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",2.4743180570001186,100,5.345176470588236,5.733333333333333,4.9411764705882355,5.733333333333333,0.3959992077631211
"{""alpha"": 0.1, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",2.778533995000089,100,2.0973333333333333,-1.0,-1.0,5.733333333333333,3.355876040618902
"{""alpha"": 0.1, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",2.774244660000022,100,2.2993333333333332,-1.0,-1.0,5.733333333333333,3.3659932659865297
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",26.577064802999985,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",4.9625585290000345,100,2.501333333333333,5.733333333333333,-1.0,5.733333333333333,3.3639722551372704
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",2.8786270870000408,100,5.329333333333335,4.9411764705882355,4.9411764705882355,5.733333333333333,0.3959992077631211
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",2.5330947630000082,100,5.250117647058824,4.9411764705882355,4.9411764705882355,5.733333333333333,0.3863744590506594
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",2.665821369000014,100,2.3666666666666667,2.3666666666666667,-1.0,5.733333333333333,3.3666666666666667
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",2.365965540999923,100,5.361019607843138,5.733333333333333,4.9411764705882355,5.733333333333333,0.3953648473914496
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",2.493697763,100,2.501333333333333,5.733333333333333,-1.0,5.733333333333333,3.3639722551372704
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",2.529038537999895,100,2.2993333333333332,-1.0,-1.0,5.733333333333333,3.36599326598653
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",2.111899753999978,100,5.2976470588235305,4.9411764705882355,4.9411764705882355,5.733333333333333,0.3940930633245827
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",2.447365005000165,100,2.3666666666666663,2.3666666666666667,-1.0,5.733333333333333,3.3666666666666667
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",26.433111899999858,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",3.493980264999891,100,1.5586666666666666,-1.0,-1.0,5.733333333333333,3.268268722801791
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",2.8521652519998497,100,3.04,5.733333333333333,-1.0,5.733333333333333,3.298646186948013
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",2.741888830000107,100,2.770666666666667,5.733333333333333,-1.0,5.733333333333333,3.342338768653538
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",2.708048510000026,100,2.4339999999999997,5.733333333333333,-1.0,5.733333333333333,3.3659932659865297
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",2.8118053969999437,100,2.1646666666666663,-1.0,-1.0,5.733333333333333,3.3606012028273224
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",2.7156914269999106,100,2.4339999999999997,5.733333333333333,-1.0,5.733333333333333,3.3659932659865297
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",2.5952226419999533,100,2.4339999999999997,5.733333333333333,-1.0,5.733333333333333,3.3659932659865297
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",2.3146718289999626,100,5.305568627450982,4.9411764705882355,4.9411764705882355,5.733333333333333,0.3948089459551649
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",2.6241863380000723,100,2.2993333333333332,-1.0,-1.0,5.733333333333333,3.36599326598653
