steps,time,reward,delta,converged
1,0.02532279200022458,-9.29940119760479,0,False
2,0.02523605399983353,-7.125748502994012,0,False
3,0.025018304000241187,-6.92814371257485,0,False
4,0.014097096999648784,-5.572953736654804,100.0,False
5,0.0016528480000488344,2.0606060606060606,100.0,False
6,0.0029578390003734967,-2.6440677966101696,100.0,False
7,0.0020910579996780143,-0.9523809523809523,100.0,False
8,0.004822413000056258,-4.072916666666667,100.0,False
9,0.005956638000043313,-3.4789915966386555,100.0,False
10,0.0032686519998605945,-2.4923076923076923,100.0,False
11,0.0013077020003038342,2.8846153846153846,100.0,False
12,0.0016944109997893975,-0.9393939393939394,100.0,False
13,0.005407596000168269,-6.481481481481482,100.0,False
14,0.005757260999871505,-5.25,100.0,False
15,0.0013968499997645267,-4.464285714285714,100.0,False
16,0.001250177000201802,3.2083333333333335,100.0,False
17,0.006793904999994993,-6.156716417910448,100.0,False
18,0.010400777000086237,-7.119047619047619,100.0,False
19,0.005225686999892787,-5.740384615384615,100.0,False
20,0.007254702999944129,-5.111111111111111,100.0,False
21,0.001105914000163466,3.8095238095238093,100.0,False
22,0.002027812000051199,-3.3658536585365852,100.0,False
23,0.0012748739995913638,-0.92,100.0,False
24,0.0064842969995879685,-5.519083969465649,100.0,False
25,0.0040517070001442335,-7.012195121951219,100.0,False
26,0.0010535100000197417,4.05,100.0,False
27,0.0014357009999912407,-0.9310344827586207,100.0,False
28,0.0026925050001409545,-6.462962962962963,100.0,False
29,0.0027024430000892607,-0.9636363636363636,100.0,False
30,0.006539111000165576,-7.5851851851851855,100.0,False
31,0.0034906179998870357,-3.76056338028169,100.0,False
32,0.0059301350001987885,-6.758333333333334,100.0,False
33,0.001963359000001219,-3.425,100.0,False
34,0.0012357209998299368,-5.041666666666667,100.0,False
35,0.0008571439998377173,4.9411764705882355,100.0,False
36,0.006967080000322312,-7.304964539007092,100.0,False
37,0.0037427019997267053,-7.4868421052631575,100.0,False
38,0.0033099130000664445,-6.794117647058823,100.0,False
39,0.0018136750004487112,-3.6216216216216215,100.0,False
40,0.002729248000377993,-2.7636363636363637,100.0,False
41,0.00089448899962008,4.611111111111111,100.0,False
42,0.0046167110003807466,-7.297872340425532,100.0,False
43,0.004691704000379104,-6.135416666666667,100.0,False
44,0.002631366000059643,-4.62962962962963,100.0,False
45,0.0018958959999508807,-6.157894736842105,100.0,False
46,0.0017627769998398435,-0.9444444444444444,100.0,False
47,0.003050601000268216,-4.266666666666667,100.0,False
48,0.0020058249997418898,-0.95,100.0,False
49,0.0012375280002743239,3.04,100.0,False
50,0.0011471749999145686,-0.9130434782608695,100.0,False
51,0.0015365949998340511,-4.233333333333333,100.0,False
52,0.0017835590001595847,-0.9444444444444444,100.0,False
53,0.0011902439996447356,3.391304347826087,100.0,False
54,0.0008014260001800722,5.3125,100.0,False
55,0.001527257999896392,-0.9354838709677419,100.0,False
56,0.002160929999718064,-0.9534883720930233,100.0,False
57,0.0025343870001961477,-2.9019607843137254,100.0,False
58,0.0026388960000076622,-2.7962962962962963,100.0,False
59,0.0023392260000036913,-0.9574468085106383,100.0,False
60,0.0019199909997951181,-0.9487179487179487,100.0,False
61,0.0007529370000156632,5.733333333333333,100.0,False
62,0.001283607999994274,2.8846153846153846,100.0,False
63,0.0010974809997605917,3.8095238095238093,100.0,False
64,0.0019540230000529846,-0.9487179487179487,100.0,False
65,0.001044475000071543,-0.9047619047619048,100.0,False
66,0.0018606589997034462,-0.9459459459459459,100.0,False
67,0.001183016000140924,3.2083333333333335,100.0,False
68,0.0008502169998791942,4.9411764705882355,100.0,False
69,0.001085734999833221,-0.9047619047619048,100.0,False
70,0.001039354000113235,3.8095238095238093,100.0,False
71,0.0010402590000921919,3.8095238095238093,100.0,False
72,0.0015194279999377613,-0.9333333333333333,100.0,False
73,0.001193255000089266,3.590909090909091,100.0,False
74,0.0007999209997251455,5.733333333333333,100.0,False
75,0.0017736200002218538,-0.9428571428571428,100.0,False
76,0.0010065269998449367,4.05,100.0,False
77,0.0010938680002254841,3.8095238095238093,100.0,False
78,0.0009044280000125582,4.611111111111111,100.0,False
79,0.0036261470004319563,-3.6486486486486487,100.0,False
80,0.001334507000137819,2.740740740740741,100.0,False
81,0.0008478079998894827,4.9411764705882355,100.0,False
82,0.0028569460000653635,-2.7017543859649122,100.0,False
83,0.0020118489997003053,-0.95,100.0,False
84,0.0012432510002327035,-4.88,100.0,False
85,0.0009932749999279622,4.05,100.0,False
86,0.002297363000252517,-0.9574468085106383,100.0,False
87,0.0007523350000155915,5.733333333333333,100.0,False
88,0.0008005229997252172,5.733333333333333,100.0,False
89,0.0008008240001800004,5.3125,100.0,False
90,0.0010526070000196341,3.8095238095238093,100.0,False
91,0.0010908549998021044,3.8095238095238093,100.0,False
92,0.001686880999841378,-6.9393939393939394,100.0,False
93,0.001532981000309519,2.2580645161290325,100.0,False
94,0.001042667999627156,4.05,100.0,False
95,0.002108224000039627,-0.9534883720930233,100.0,False
96,0.0009444850002182648,4.611111111111111,100.0,False
97,0.001723924999623705,-0.9428571428571428,100.0,False
98,0.0009041280000019469,4.611111111111111,100.0,False
99,0.0009899619999487186,4.315789473684211,100.0,False
100,0.001237227000274288,-4.88,100.0,False
101,0.0029810299997734546,-2.6440677966101696,100.0,False
102,0.0010920610002358444,3.590909090909091,100.0,False
103,0.0010878440002670686,3.8095238095238093,100.0,False
104,0.002250680000088323,-3.108695652173913,100.0,False
105,0.00099628699990717,4.05,100.0,False
106,0.0010164660002374148,4.05,100.0,False
107,0.0008962970000538917,4.611111111111111,100.0,False
108,0.0008996100000331353,-6.388888888888889,100.0,False
109,0.0024955359999694338,-0.96,100.0,False
110,0.0009508090001872915,4.315789473684211,100.0,False
111,0.0009414729997843096,4.611111111111111,100.0,False
