steps,time,reward,delta,converged
1,0.025315865000038684,-5.74251497005988,0,False
2,0.025107149999939793,-7.520958083832335,0,False
3,0.024987282999973104,-7.323353293413174,0,False
4,0.002731055000140259,-0.9629629629629629,100.000108534363,False
5,0.024863500000037675,-5.940119760479042,100.000108534363,False
6,0.018702664999864282,-6.248603351955308,100.000108534363,False
7,0.001084532000049876,4.315789473684211,100.000108534363,False
8,0.0014224490000742662,2.740740740740741,100.000108534363,False
9,0.0038089600000148494,-4.933333333333334,100.000108534363,False
10,0.004253193000067768,-8.047619047619047,100.000108534363,False
11,0.004907043999992311,-4.97979797979798,100.000108534363,False
12,0.0009622539998872526,-0.8947368421052632,100.000108534363,False
13,0.003244257000005746,-7.061538461538461,100.000108534363,False
14,0.0010465830000612186,4.05,100.000108534363,False
15,0.002520232000051692,-2.94,100.000108534363,False
16,0.0022070109998821863,-3.2045454545454546,100.000108534363,False
17,0.0008622640000339743,4.9411764705882355,100.000108534363,False
18,0.003520133999927566,-5.154929577464789,100.000108534363,False
19,0.0014381099999809521,2.4827586206896552,100.000108534363,False
20,0.001567013999874689,2.2580645161290325,100.000108534363,False
21,0.0033665340001789446,-6.794117647058823,100.000108534363,False
22,0.008087752999927034,-4.7,100.000108534363,False
23,0.003738785999985339,-4.881578947368421,100.000108534363,False
24,0.004020384999876114,-3.3902439024390243,100.000108534363,False
25,0.002878329999930429,-0.9607843137254902,100.000108534363,False
26,0.0008508199998686905,5.3125,100.000108534363,False
27,0.0017022410002027755,-0.9393939393939394,100.000108534363,False
28,0.0018838489997961005,-0.9444444444444444,100.000108534363,False
29,0.0018814400000337628,-3.9393939393939394,100.000108534363,False
30,0.0009480989999701706,4.315789473684211,100.000108534363,False
31,0.001530872999865096,-0.9354838709677419,100.000108534363,False
32,0.0035327820000929933,-2.4057971014492754,100.000108534363,False
33,0.0007764289998704044,5.733333333333333,100.000108534363,False
34,0.001094770999998218,3.8095238095238093,100.000108534363,False
35,0.0037990210000771185,-3.8405797101449277,100.000108534363,False
36,0.0025446269999065407,-4.769230769230769,100.000108534363,False
37,0.0009017180000228109,4.611111111111111,100.000108534363,False
38,0.000849312999889662,4.9411764705882355,100.000108534363,False
39,0.001382393000085358,2.607142857142857,100.000108534363,False
40,0.00255456700006107,-2.94,100.000108534363,False
41,0.001107720999925732,3.8095238095238093,100.000108534363,False
42,0.002874714999961725,-2.7017543859649122,100.000108534363,False
43,0.0009453879999909987,4.9411764705882355,100.000108534363,False
44,0.0027482220000365487,-0.9615384615384616,100.000108534363,False
45,0.001003213999865693,4.315789473684211,100.000108534363,False
46,0.0011312130000078469,4.05,100.000108534363,False
47,0.0008438929999101674,5.3125,100.000108534363,False
48,0.006519535000052201,-4.203252032520325,100.000108534363,False
49,0.001080616000081136,3.8095238095238093,100.000108534363,False
50,0.007298976000129187,-5.228571428571429,100.000108534363,False
51,0.002459394999959841,-3.108695652173913,100.000108534363,False
52,0.002149185000007492,-0.9512195121951219,100.000108534363,False
53,0.002432289999887871,-3.0638297872340425,100.000108534363,False
54,0.00249402999997983,-0.96,100.000108534363,False
55,0.0013375180001276021,2.740740740740741,100.000108534363,False
56,0.0023949440001160838,-0.9583333333333334,100.000108534363,False
57,0.000799016999962987,5.3125,100.000108534363,False
58,0.0010420649998650333,-0.9047619047619048,100.000108534363,False
59,0.0033081060000768048,-2.5901639344262297,100.000108534363,False
60,0.0008164860000761109,5.733333333333333,100.000108534363,False
61,0.0010378489998856821,4.9411764705882355,100.000108534363,False
62,0.010075507000010475,-5.48989898989899,100.000108534363,False
63,0.003136737000204448,-2.6166666666666667,100.000108534363,False
64,0.003986953999856269,-2.25974025974026,100.000108534363,False
65,0.004119471000194608,-2.328767123287671,100.000108534363,False
66,0.0009399670000220794,5.733333333333333,100.000108534363,False
67,0.0016281519999665761,-4.233333333333333,100.000108534363,False
68,0.0022859180000978085,-3.425,100.000108534363,False
69,0.0009261129998776596,-0.8888888888888888,100.000108534363,False
70,0.0019844420000936225,-0.9487179487179487,100.000108534363,False
71,0.0009767110000211687,4.315789473684211,100.000108534363,False
72,0.0008249180000348133,5.3125,100.000108534363,False
73,0.0011935559998619283,-0.9130434782608695,100.000108534363,False
74,0.0019353510001565155,-0.9487179487179487,100.000108534363,False
75,0.0009511109999493783,4.315789473684211,100.000108534363,False
76,0.0013848019998476957,-0.9259259259259259,100.000108534363,False
77,0.00514587600014238,-6.082474226804123,100.000108534363,False
78,0.0013751649998994253,-0.9259259259259259,100.000108534363,False
79,0.0016233329999977286,-0.9393939393939394,100.000108534363,False
80,0.004514612999855672,-3.130434782608696,100.000108534363,False
81,0.0011809069999344501,3.391304347826087,100.000108534363,False
82,0.002354285000137679,-0.9565217391304348,100.000108534363,False
83,0.001808253999797671,-0.9354838709677419,100.000108534363,False
84,0.001193255000089266,3.2083333333333335,100.000108534363,False
85,0.004788983000025837,-4.010204081632653,100.000108534363,False
86,0.0019064379998781078,-0.9473684210526315,100.000108534363,False
87,0.001139344999955938,3.391304347826087,100.000108534363,False
88,0.0008490120001169998,4.9411764705882355,100.000108534363,False
89,0.0044203449999713484,-4.470588235294118,100.000108534363,False
90,0.001242346999788424,-0.92,100.000108534363,False
91,0.002391028000147344,-3.0208333333333335,100.000108534363,False
92,0.0008047399999213667,5.3125,100.000108534363,False
93,0.0011920499998723244,3.2083333333333335,100.000108534363,False
94,0.0008929840000746481,4.611111111111111,100.000108534363,False
95,0.000947195999970063,4.315789473684211,100.000108534363,False
96,0.000993876999928034,4.05,100.000108534363,False
97,0.0020519049999165873,-0.9512195121951219,100.000108534363,False
98,0.001754645000119126,-7.32258064516129,100.000108534363,False
