,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
34,0.5350523948669433,0.07506514701999599,0.11650691032409669,0.00590662654343373,0.1,"(50,)",45,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 45}",0.985194970845481,0.9667000728862974,0.9800929300291545,0.9933459332638165,0.9933259140453669,0.9837256299565541,0.009899086225755502,241,0.9846327966781985,0.9838917888097013,0.9824329996047414,0.9879508428768403,0.9885194781521796,0.9854855812243322,0.0023608352704689835
35,0.48437228202819826,0.04074433845767865,0.1118748664855957,0.006673308855582706,0.1,"(50,)",50,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 50}",0.985194970845481,0.9667000728862974,0.9800929300291545,0.9933459332638165,0.9933259140453669,0.9837256299565541,0.009899086225755502,241,0.9846327966781985,0.9838917888097013,0.9824329996047414,0.9879508428768403,0.9885194781521796,0.9854855812243322,0.0023608352704689835
36,0.4969008445739746,0.05174307943832754,0.12189173698425293,0.006259141529989173,0.1,"(50,)",55,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 55}",0.985194970845481,0.9667000728862974,0.9800929300291545,0.9933459332638165,0.9933259140453669,0.9837256299565541,0.009899086225755502,241,0.9846327966781985,0.9838917888097013,0.9824329996047414,0.9879508428768403,0.9885194781521796,0.9854855812243322,0.0023608352704689835
37,0.5031369209289551,0.06204580286241249,0.11640772819519044,0.007159656874110444,0.1,"(50,)",60,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 60}",0.985194970845481,0.9667000728862974,0.9800929300291545,0.9933459332638165,0.9933259140453669,0.9837256299565541,0.009899086225755502,241,0.9846327966781985,0.9838917888097013,0.9824329996047414,0.9879508428768403,0.9885194781521796,0.9854855812243322,0.0023608352704689835
38,0.39141435623168946,0.014900307825753627,0.11953158378601074,0.0068105675230221005,0.1,"(25,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 2}",0.9504828717201165,0.9385021865889213,0.9385477405247814,0.9481425964546403,0.9599031128277307,0.9471098512345771,0.008041956596673266,377,0.9487113349551157,0.9498170401248527,0.9496114649421985,0.9473813485622111,0.9431666156710589,0.9477375608510874,0.0024414919058621145
39,0.4937410831451416,0.07029955877818378,0.11875200271606445,0.007656975085486721,0.1,"(25,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 3}",0.9770408163265305,0.9607325072886298,0.9629646501457727,0.9696070125130343,0.9518739157474387,0.9644481737399322,0.008475462434043827,357,0.9684897456898484,0.9729357929008309,0.9725594823335738,0.9701446241015728,0.9568872145330971,0.9682033719117846,0.005886890422773802
40,0.4624974727630615,0.023384875775325126,0.11877627372741699,0.00767752945711301,0.1,"(25,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 4}",0.9770408163265305,0.9570426384839651,0.9785896501457727,0.9726538060479666,0.9807076691433996,0.9732037384627255,0.008504564885106017,341,0.9737000273013621,0.9673724272540941,0.9809742103997815,0.9696450283810288,0.9731550846961095,0.9729693556064752,0.004626507001310929
41,0.5219516754150391,0.04487759528509625,0.11562066078186035,0.007651192994520678,0.1,"(25,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 5}",0.9793640670553935,0.9778152332361517,0.9807762390670555,0.9874641553701772,0.9903538345716999,0.983150591563431,0.004876039509588729,294,0.9804155511819045,0.9822506509541215,0.9824446128707586,0.9848284205402477,0.9853759244310192,0.9830630319956104,0.0018175603407205889
42,0.5000335216522217,0.12064103997932495,0.11875123977661133,0.0076627765378368805,0.1,"(25,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 6}",0.9882015306122448,0.9866982507288631,0.9720298833819243,0.9749283107403545,0.9933259140453667,0.9830340354770475,0.008157950542502845,295,0.9876084414182039,0.9857501151139526,0.9764038808682648,0.9750965891848626,0.987812727852716,0.9825343508875999,0.005600924199858363
43,0.4625004768371582,0.06297040141934072,0.11562485694885254,0.007658086843098206,0.1,"(25,)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 7}",0.9881559766763849,0.9661078717201168,0.9800473760932946,0.9860043013555787,0.9881116821053322,0.9816816651791461,0.008334008967631154,302,0.9863087743318296,0.9783086602365847,0.9874260927675838,0.9830055988122126,0.9820500885370553,0.9834198429370531,0.003242467462202139
44,0.45009279251098633,0.04884053893651682,0.11562433242797851,0.007654616513101567,0.1,"(25,)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 8}",0.986743804664723,0.9785440962099126,0.9844661078717201,0.9874641553701772,0.9896239075644006,0.9853660816492524,0.003788962933727324,191,0.9831740074732387,0.9869022733477582,0.9879731387194438,0.9859457389760019,0.9837577632675382,0.9855505843567961,0.001828349260010167
45,0.3875004768371582,0.05710942421168633,0.11874699592590332,0.007658628620042575,0.1,"(25,)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 9}",0.9873815597667638,0.9792729591836735,0.9778152332361516,0.9732990093847758,0.9753886943144251,0.9786340902700802,0.004829390194459914,320,0.9886793067898895,0.9835270915084613,0.9814980298196072,0.9725379177469515,0.966402710145305,0.9785290112020428,0.00799705892097576
46,0.46251707077026366,0.021167928156091396,0.11875190734863281,0.007657869345808565,0.1,"(25,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 10}",0.9889303935860057,0.9836461370262392,0.9837827988338192,0.9889240093847758,0.9925959870380675,0.9875733605799967,0.0034253537845165168,113,0.9874144795015668,0.9898198517576781,0.9896491163730752,0.9877803734035034,0.9870612207697516,0.9883450083611149,0.0011583322429072082
47,0.39379148483276366,0.024966595990086226,0.12188482284545898,0.006249454400509326,0.1,"(25,)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 15}",0.9823250728862972,0.9756286443148688,0.9859693877551021,0.9867342283628779,0.9911361330234689,0.9843551897685001,0.005186560070301913,200,0.9806095130985415,0.9825142924668614,0.9866618583670526,0.980976869512441,0.9807741133274309,0.9823073293544654,0.0022807109184212874
48,0.4125063896179199,0.036438472680086174,0.11564044952392578,0.0076632679386057605,0.1,"(25,)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 20}",0.9823250728862972,0.9756286443148688,0.9859693877551021,0.9867342283628779,0.9911361330234689,0.9843551897685001,0.005186560070301913,200,0.9806095130985415,0.9825142924668614,0.9866618583670526,0.980976869512441,0.9807741133274309,0.9823073293544654,0.0022807109184212874
49,0.39688587188720703,0.03217673453995366,0.1161506175994873,0.008336709414504788,0.1,"(25,)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 25}",0.9823250728862972,0.9756286443148688,0.9859693877551021,0.9867342283628779,0.9911361330234689,0.9843551897685001,0.005186560070301913,200,0.9806095130985415,0.9825142924668614,0.9866618583670526,0.980976869512441,0.9807741133274309,0.9823073293544654,0.0022807109184212874
50,0.3968900203704834,0.021205477914124846,0.11252517700195312,0.006265111898763037,0.1,"(25,)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 30}",0.9823250728862972,0.9756286443148688,0.9859693877551021,0.9867342283628779,0.9911361330234689,0.9843551897685001,0.005186560070301913,200,0.9806095130985415,0.9825142924668614,0.9866618583670526,0.980976869512441,0.9807741133274309,0.9823073293544654,0.0022807109184212874
51,0.4281468391418457,0.040257461175840434,0.11874256134033204,0.007655691354127988,0.1,"(25,)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 35}",0.9823250728862972,0.9756286443148688,0.9859693877551021,0.9867342283628779,0.9911361330234689,0.9843551897685001,0.005186560070301913,200,0.9806095130985415,0.9825142924668614,0.9866618583670526,0.980976869512441,0.9807741133274309,0.9823073293544654,0.0022807109184212874
52,0.4000234603881836,0.03215526792954542,0.12187247276306153,0.006251836109238473,0.1,"(25,)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 40}",0.9823250728862972,0.9756286443148688,0.9859693877551021,0.9867342283628779,0.9911361330234689,0.9843551897685001,0.005186560070301913,200,0.9806095130985415,0.9825142924668614,0.9866618583670526,0.980976869512441,0.9807741133274309,0.9823073293544654,0.0022807109184212874
53,0.4062697410583496,0.03278883063371336,0.11563277244567871,0.007647936630399348,0.1,"(25,)",45,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 45}",0.9823250728862972,0.9756286443148688,0.9859693877551021,0.9867342283628779,0.9911361330234689,0.9843551897685001,0.005186560070301913,200,0.9806095130985415,0.9825142924668614,0.9866618583670526,0.980976869512441,0.9807741133274309,0.9823073293544654,0.0022807109184212874
54,0.42504334449768066,0.03337221652925016,0.11707987785339355,0.006978705216814177,0.1,"(25,)",50,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 50}",0.9823250728862972,0.9756286443148688,0.9859693877551021,0.9867342283628779,0.9911361330234689,0.9843551897685001,0.005186560070301913,200,0.9806095130985415,0.9825142924668614,0.9866618583670526,0.980976869512441,0.9807741133274309,0.9823073293544654,0.0022807109184212874
55,0.4606046199798584,0.03577519455355813,0.12095661163330078,0.0060595737979118195,0.1,"(25,)",55,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 55}",0.9823250728862972,0.9756286443148688,0.9859693877551021,0.9867342283628779,0.9911361330234689,0.9843551897685001,0.005186560070301913,200,0.9806095130985415,0.9825142924668614,0.9866618583670526,0.980976869512441,0.9807741133274309,0.9823073293544654,0.0022807109184212874
56,0.488784122467041,0.043874607503313325,0.11250581741333007,0.00624566167287421,0.1,"(25,)",60,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 60}",0.9823250728862972,0.9756286443148688,0.9859693877551021,0.9867342283628779,0.9911361330234689,0.9843551897685001,0.005186560070301913,200,0.9806095130985415,0.9825142924668614,0.9866618583670526,0.980976869512441,0.9807741133274309,0.9823073293544654,0.0022807109184212874
57,0.5375236511230469,0.08646468079528895,0.11562395095825195,0.007653954666811322,0.1,"(25, 25)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'filter__n': 2}",0.9592292274052477,0.9458819241982508,0.9481140670553937,0.9562141553701772,0.9620405224051586,0.9542921509907559,0.006276951501801287,369,0.955458235028055,0.9587985770693006,0.952870514121324,0.951367930964955,0.9534527417191812,0.9543895997805631,0.002565028994896014
58,0.46880450248718264,0.02419423161420422,0.11566195487976075,0.007622755320339999,0.1,"(25, 25)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'filter__n': 3}",0.9785440962099125,0.9614613702623909,0.9600036443148688,0.9725690823774764,0.9806552976989297,0.9706418731049221,0.00853108389127106,351,0.9684781324238312,0.9742122334551707,0.9725594823335737,0.9686863667191449,0.9692376455002344,0.970634772086391,0.0023195723824751225
