,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.5093743324279785,0.04374539177090439,0.11563229560852051,0.0076509431421683,relu,0.00316,"(22,)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 0.00316, 'NN__hidden_layer_sizes': (22,), 'NN__learning_rate_init': 0.016}",0.9822339650145773,0.9636935131195336,0.9703899416909623,0.9703369395203336,0.9769532912179634,0.9727201932022675,0.006342063881300377,1,0.9753527784229591,0.9782935833649132,0.9783400364289817,0.9649344089678755,0.9636796667491276,0.9721200947867714,0.006482665885191823
