iterations,fitness,time,fevals
0,0.021695391511,1.805838027,1000
10,0.0201798112387,3.682811192,2100
20,0.0216694607105,5.496254555,3200
30,0.0199990776859,7.34149113,4300
40,0.0219698095483,9.118823299,5400
50,0.0204705677115,10.932768424,6500
60,0.0197994788922,12.773200614,7600
70,0.0212927541439,14.588613377,8700
80,0.0199054701267,16.397859529,9800
90,0.0207228621494,18.216357857,10900
100,0.0210263181885,20.039819292,12000
110,0.0219684225303,21.883656596,13100
120,0.0213417653298,23.688941661,14200
130,0.0214934441018,25.493118392,15300
140,0.0219379073084,27.324734511,16400
150,0.0208716046033,29.141942595,17500
160,0.0211111209902,30.965896154,18600
170,0.0208407283765,32.777744481,19700
180,0.0216176917484,34.582413035,20800
190,0.0206367005505,36.421341144,21900
200,0.0210123749928,38.202770232,23000
210,0.0207198263949,39.996865344,24100
220,0.0227148525015,41.835585339,25200
230,0.0215178507177,43.650113846,26300
240,0.0208616882028,45.553589135,27400
250,0.0224109067119,47.371612808,28500
260,0.0219601210737,49.172349187,29600
270,0.0222485814771,50.9754983,30700
280,0.020721109172,52.788462791,31800
290,0.0222412472816,54.566311179,32900
300,0.0199311824193,56.382260943,34000
310,0.0223028185189,58.219049788,35100
320,0.0209417386978,59.997212604,36200
330,0.0209797247223,61.790208418,37300
340,0.0216637378128,63.618458576,38400
350,0.020544928207,65.431060149,39500
360,0.0208563615968,67.250918595,40600
370,0.0212552118907,69.036782524,41700
380,0.0207337695162,70.82130561,42800
390,0.0217259283948,72.644518271,43900
400,0.0217631864248,74.468381778,45000
410,0.0203663861482,76.256600011,46100
420,0.0210978450688,78.073728885,47200
430,0.0218469018907,79.92154595,48300
440,0.0220591532324,81.726672294,49400
450,0.0218586502397,83.521890497,50500
460,0.0213894025478,85.31429781,51600
470,0.0207040146023,87.125695274,52700
480,0.021514817763,88.950910164,53800
490,0.0204683494819,90.738152582,54900
500,0.021398053428,92.536340698,56000
510,0.022397669831,94.383592753,57100
520,0.0217926100038,96.188898298,58200
530,0.0210054590121,97.978539897,59300
540,0.0216447460877,99.777323441,60400
550,0.0203953866258,101.599656965,61500
560,0.0205679909661,103.393742138,62600
570,0.0213909195115,105.205449213,63700
580,0.0212794813453,107.023408132,64800
590,0.0217767743035,108.884487854,65900
600,0.0209773785232,110.698321543,67000
610,0.0209835499015,112.524372201,68100
620,0.0207584367051,114.325898268,69200
