iterations,fitness,time,fevals
0,0.0360526859746,0.00448332999986,652
10,0.0498788428957,0.00761587899979,1195
20,0.0567463415927,0.0108987149997,1739
30,0.0621017847182,0.0139436200006,2290
40,0.0610947681084,0.0169192550002,2837
50,0.0612049975269,0.0199268150009,3385
60,0.0639597111356,0.022881668001,3926
70,0.066475552848,0.0258907339994,4472
80,0.0681164437957,0.028693192,5022
90,0.0626125574486,0.0314221629997,5571
100,0.0679390702862,0.0341836600001,6120
110,0.0779332693243,0.0367954720004,6674
120,0.0737094634093,0.0395777499998,7228
130,0.0822450464152,0.0420660790005,7777
140,0.0714759014044,0.0447766769994,8323
150,0.0724307796682,0.0472954259985,8876
160,0.0750897755439,0.0499352480001,9410
170,0.0769018272744,0.0526163309987,9956
180,0.0911081871683,0.0551721239972,10508
190,0.0860124083872,0.0575872679965,11056
200,0.0762392143165,0.0600518039955,11608
210,0.085326880099,0.0640580689942,12157
220,0.0846866774038,0.066618680994,12714
230,0.0952303661091,0.0695434169938,13260
240,0.0880012588933,0.0719694019936,13823
250,0.0932758518279,0.0746239819928,14372
260,0.094175162666,0.0770457519939,14907
270,0.0996834675917,0.0793470499939,15462
280,0.103043783706,0.081502276993,16014
290,0.1022328217,0.083674670992,16553
300,0.1022328217,0.0859461529926,17097
310,0.102288568152,0.0900527089943,17648
320,0.0928235189071,0.0926753639942,18191
330,0.0931608604537,0.0949829869951,18741
340,0.0912631210711,0.0973975279958,19293
350,0.0968635029656,0.099894590996,19836
360,0.095489837462,0.102519353995,20385
370,0.0857256711443,0.105237481996,20935
380,0.0972049661788,0.107699608994,21484
390,0.0864670137259,0.110170771994,22029
400,0.0893446904823,0.112652173993,22574
410,0.0927140609334,0.115045631994,23122
420,0.0926594342355,0.117513781994,23675
430,0.0898275125685,0.120000905994,24221
440,0.087615556923,0.122455201994,24766
450,0.0879477866311,0.124928170995,25312
460,0.0890083414106,0.127392706994,25861
470,0.0888494210858,0.129870494995,26410
480,0.0959786305954,0.132332621995,26953
490,0.096490313569,0.134653797995,27495
500,0.0911902518524,0.137320725997,28056
510,0.0941816343682,0.139932537997,28607
520,0.084905085363,0.142532905997,29160
530,0.0858859741957,0.145062797998,29704
540,0.0915521800782,0.147499022998,30265
550,0.0904196120764,0.149911153998,30818
560,0.0963788729977,0.152288649999,31365
570,0.094152376774,0.155042015,31916
580,0.0890410898572,0.157358371998,32466
590,0.096942580976,0.159781646998,33010
600,0.0954152459124,0.161857362998,33562
610,0.0982536892368,0.163996927999,34115
