iterations,fitness,time,fevals
0,561.0,8.31228383,1000
10,582.0,16.31584646,2100
20,626.0,23.922261844,3200
30,671.0,31.345022136,4300
40,683.0,38.5653453,5400
50,725.0,45.448747402,6500
60,741.0,52.132235641,7600
70,765.0,58.636515074,8700
80,765.0,64.958930819,9800
90,775.0,71.250104207,10900
100,773.0,77.485982592,12000
110,777.0,83.63791826,13100
120,779.0,89.778894376,14200
130,777.0,95.896598801,15300
140,777.0,102.094999247,16400
150,787.0,108.213058158,17500
160,779.0,114.35046532,18600
170,781.0,120.478574828,19700
180,783.0,126.629623829,20800
190,779.0,132.747589374,21900
200,784.0,138.826516278,23000
210,789.0,144.903237056,24100
220,785.0,151.237565882,25200
230,787.0,157.385392584,26300
240,781.0,163.528417611,27400
250,777.0,169.654437549,28500
260,791.0,175.762199197,29600
270,787.0,181.84948137,30700
280,785.0,187.938493809,31800
290,787.0,194.060307501,32900
300,785.0,200.171695628,34000
310,781.0,206.281227899,35100
320,789.0,212.419596119,36200
330,785.0,218.604141491,37300
340,787.0,224.707761646,38400
350,787.0,230.783289459,39500
360,791.0,236.886631325,40600
370,793.0,243.00727976,41700
380,791.0,249.09306237,42800
390,783.0,255.270238529,43900
400,787.0,261.434152031,45000
410,789.0,267.560803237,46100
420,783.0,273.638476941,47200
430,797.0,279.77128723,48300
440,791.0,285.841618826,49400
450,791.0,291.939050685,50500
460,785.0,298.067678821,51600
470,793.0,304.209128992,52700
480,791.0,310.308607352,53800
490,791.0,316.396088905,54900
500,791.0,322.493736407,56000
510,789.0,328.837850794,57100
520,793.0,334.994891122,58200
530,789.0,341.117630935,59300
540,791.0,347.222221484,60400
550,791.0,353.311697134,61500
560,793.0,359.389420231,62600
570,789.0,365.395495284,63700
580,793.0,371.473209948,64800
590,795.0,377.537792967,65900
600,793.0,383.619416315,67000
610,791.0,389.739409689,68100
620,793.0,395.871598949,69200
630,791.0,401.966596088,70300
640,791.0,408.039193443,71400
650,791.0,414.117443601,72500
660,791.0,420.20383459,73600
670,797.0,426.298042343,74700
680,785.0,432.393347587,75800
690,789.0,438.510979126,76900
700,789.0,444.639906933,78000
710,793.0,450.728674514,79100
720,787.0,456.81298557,80200
730,797.0,462.959878019,81300
740,793.0,469.098107697,82400
750,789.0,475.176426524,83500
760,797.0,481.280511395,84600
770,795.0,487.387194225,85700
780,793.0,493.65846399,86800
