iterations,fitness,time,fevals
0,519.0,2.56000000007e-05,11
10,519.0,5.81279999992e-05,21
20,523.0,9.0655000001e-05,31
30,533.0,0.000120171000006,41
40,539.0,0.000146976000011,51
50,539.0,0.000174985000008,61
60,541.0,0.000202392000013,71
70,541.0,0.000237329000008,81
80,545.0,0.000265640000009,91
90,547.0,0.00029304800001,101
100,551.0,0.000319853000015,111
110,553.0,0.000360211000014,121
120,557.0,0.000390630000012,131
130,559.0,0.000416230000006,141
140,559.0,0.000443035000011,151
150,559.0,0.000479778000013,161
160,559.0,0.000509595000018,171
170,565.0,0.000535497000023,181
180,569.0,0.000569229000028,191
190,571.0,0.000601757000034,201
200,573.0,0.000623743000034,211
210,573.0,0.000658679000033,221
220,575.0,0.000688195000031,231
230,577.0,0.000714699000035,241
240,579.0,0.000739697000036,251
250,579.0,0.00078427200004,261
260,581.0,0.000817100000042,271
270,581.0,0.000854144000037,281
280,581.0,0.000897514000037,291
290,581.0,0.000931246000043,301
300,583.0,0.000961062000044,311
310,587.0,0.000986964000042,321
320,587.0,0.00101919000004,331
330,589.0,0.00104177800004,341
340,591.0,0.00106346300004,351
350,593.0,0.00108575000004,361
360,593.0,0.00112038500004,371
370,593.0,0.00114809300005,381
380,593.0,0.00117610300005,391
390,593.0,0.00119778800005,401
400,595.0,0.00123121900005,411
410,595.0,0.00126043400005,421
420,595.0,0.00128061300005,431
430,595.0,0.00129898500005,441
440,601.0,0.00135078700004,451
450,605.0,0.00138301300004,461
460,607.0,0.00141283000004,471
470,607.0,0.00143903200004,481
480,611.0,0.00147125800004,491
490,611.0,0.00150047300004,501
500,613.0,0.00152577200004,511
510,613.0,0.00155107100004,521
520,613.0,0.00158299500005,531
530,615.0,0.00161492000005,541
540,615.0,0.00163931600004,551
550,617.0,0.00166822900005,561
560,617.0,0.00170316600005,571
570,619.0,0.00173268100005,581
580,623.0,0.00176159400005,591
590,623.0,0.00181008400005,601
600,623.0,0.00184110500005,611
610,627.0,0.00186670500005,621
620,631.0,0.00189230500004,631
630,633.0,0.00192543400004,641
640,635.0,0.00195103400004,651
650,635.0,0.00197512800004,661
660,639.0,0.00200133000004,671
670,639.0,0.00203325500004,681
680,639.0,0.00206036100003,691
690,641.0,0.00208626200003,701
700,643.0,0.00211306600004,711
710,643.0,0.00214559400003,721
720,643.0,0.00217571200003,731
730,647.0,0.00220522700003,741
740,647.0,0.00223624800004,751
750,647.0,0.00227540100004,761
760,649.0,0.00230883100004,771
770,649.0,0.00233985200004,781
780,651.0,0.00237027100004,791
790,653.0,0.00241213500004,801
800,653.0,0.00244285500004,811
810,653.0,0.00247417800004,821
820,653.0,0.00252417400004,831
830,653.0,0.00255730300005,841
840,655.0,0.00258742100004,851
850,655.0,0.00261814100004,861
860,661.0,0.00265277700004,871
870,663.0,0.00268831600005,881
880,663.0,0.00271903600004,891
890,665.0,0.00275066000005,901
900,669.0,0.00278559600005,911
