,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.8900287628173829,0.162534276607387,0.0,0.0,relu,1.0,"(36, 36)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (36, 36), 'NN__learning_rate_init': 0.016}",0.8878661658552964,0.9018581081081081,0.8930067567567568,0.9111104982533553,0.8870197182646643,0.8961733446545899,0.009143955778016761,1,0.8926525251681444,0.905109944124424,0.9011570378804383,0.9025472166236271,0.9055910934501243,0.9014115634493518,0.00467379361235034
