,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.10941863059997559,0.022096918335875765,0.0031251907348632812,0.0062503814697265625,relu,0.00316,"(22,)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 0.00316, 'NN__hidden_layer_sizes': (22,), 'NN__learning_rate_init': 0.016}",0.9896592565597666,0.9695699708454811,0.9822339650145774,0.9770757299270074,0.9881116821053321,0.9813280736655666,0.007384317917494632,1,0.981474803287573,0.9829568190245671,0.9846095701461641,0.9831170047882165,0.9807741133274309,0.9825864621147904,0.0013440237610048535
