,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.6062499046325683,0.07288885728234117,0.003124856948852539,0.006249713897705078,relu,1.0,"(36, 36)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (36, 36), 'NN__learning_rate_init': 0.016}",0.9627376405909015,0.9710135135135135,0.9623310810810812,0.9629024177238462,0.955873523937877,0.9629771278459611,0.004804547780339924,1,0.9623064411345711,0.9731219655829708,0.9628102552640571,0.9699888523255653,0.968585805407453,0.9673626639429234,0.0041917134852360195
