,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.13125042915344237,0.02898065942180303,0.0,0.0,relu,0.00316,"(22,)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 0.00316, 'NN__hidden_layer_sizes': (22,), 'NN__learning_rate_init': 0.016}",0.9859693877551019,0.9658345481049563,0.9815051020408163,0.9703369395203335,0.9761709927661942,0.9759645401243638,0.007283736069561521,1,0.9883146094886495,0.9799811742845616,0.9903785109755551,0.9772012863622386,0.9749890956200199,0.982172935346205,0.006102135627197756
