,0,1,2,3,4,5,6,7,8,9
2,0.3729775269814658,0.33658816702410466,0.3705898564565055,0.5242774494870163,0.516802919090292,0.6105450090264964,0.567540804386571,0.41418081395911654,0.5575801835273203,0.5321783714256549
3,0.5153335514385209,0.7357614308537271,0.6065777377218919,0.4966496224017978,0.6534063019845032,0.5030029524780215,0.5431999066711886,0.6313000995695499,0.5620185095245643,0.691378642323987
4,0.6088184918986663,0.6636306066543263,0.6544658827162845,0.6668905487222083,0.7439138782893354,0.5029252372570507,0.5211244568607171,0.5654533887618477,0.5555714358000785,0.7114124294412676
5,0.6840708321626735,0.6171735362150105,0.6667219445004796,0.5718042535310699,0.7006670905716863,0.6669873333864713,0.792074641670348,0.6741805168783827,0.6109926026306273,0.7600473747588625
6,0.6831475184934684,0.797822354275169,0.7257149135052655,0.6897425167600919,0.7094772605053833,0.5759668525598108,0.7370134752545446,0.6730576137247147,0.6352737546030729,0.7702051213632505
7,0.6951296165572374,0.7301398113355948,0.7243333441621111,0.7462204738058804,0.8185519196587829,0.6961434504428253,0.8168542647881976,0.6456026229330676,0.6529524554363019,0.8253141628697658
8,0.7542770450078907,0.7646933230214581,0.7853885822901702,0.6875469376404681,0.8353979075074649,0.6827144024857414,0.8095807774651635,0.7125128504813264,0.7284607045222191,0.8660465400516674
9,0.7443451106054941,0.8002046540085322,0.8045033813607678,0.7820920437343204,0.7673325163999364,0.8063726201323681,0.8440175996689098,0.8433590864370042,0.8812327434185862,0.8100208065274342
10,0.7951221497678777,0.8177510484320589,0.7533012104989827,0.7433431542089736,0.78834302589862,0.8497027995077475,0.7942692578353981,0.8261725535249832,0.7806789959558776,0.7898540694628916
15,0.8704564284100166,0.8735634349500109,0.9163423748087202,0.8410625322016212,0.8801815650210119,0.83514387603644,0.8188270278855313,0.8394786112828223,0.8207204322007712,0.8862476701491034
20,0.8799292263128778,0.8972615505748444,0.8980602429314896,0.8884806346182877,0.900131674977406,0.8657292739017992,0.892299166501488,0.8461825818675219,0.883955021059776,0.8664916954422134
25,0.9096142213419051,0.9166360451730408,0.9082218675085083,0.9038343918079524,0.91154506200867,0.8364783828510685,0.9045309404987448,0.8399952613775672,0.9045930831198764,0.8874096967782391
30,0.929368457744527,0.9427944478577186,0.8871034221344725,0.8673938948273128,0.9277552505961786,0.9203180940858047,0.8909152747687027,0.894960993372151,0.9084244509674629,0.9349139927712583
35,0.9433514474772888,0.9109384055350201,0.9103576113651131,0.9442056035721246,0.9471939242058129,0.9416825899409147,0.9478530307677144,0.9240276991827691,0.9494123162428014,0.9065985071408884
40,0.9680592025353097,0.9703598279933693,0.9547539888630114,0.9474212864642244,0.926448263671877,0.915361197805779,0.9479974798375682,0.9338949690897753,0.9213058849506971,0.9201765086656816
45,0.9201297918233506,0.9199196919882662,0.9572862022122951,0.9337564387740838,0.9259942593549388,0.9351125252659024,0.9331058397237308,0.9409860076616838,0.9235556150265103,0.9461067913493743
50,0.9352391342524385,0.9518631043784933,0.952917522345622,0.9266048997241033,0.9352984276052759,0.9180607338930353,0.9459582907285994,0.9313100067243126,0.938396911299366,0.9613261066001612
55,0.9622783469185499,0.943619953282879,0.9507170124881813,0.9519966911238666,0.9732843117731027,0.9615379041951854,0.9652196038336085,0.9419674074971905,0.9330023126636242,0.9617296088828653
60,0.9708291384555228,0.9601134689291831,0.9626615783310702,0.9359999385131839,0.9673602747422198,0.9693158538424909,0.9608626828199894,0.9565827375946699,0.9599445298020307,0.9741464335820756
