,0,1,2,3,4,5,6,7,8,9
2,0.6739147589596052,0.5616994150246706,0.5186455581702769,0.6081440331556216,0.5745031283726276,0.3869818774437954,0.6426253166829126,0.3919278401926705,0.6534033722705546,0.2889848890765484
3,0.7141468794164556,0.5002950714365747,0.6405559382210154,0.7150824069888524,0.741166001657756,0.620797867391898,0.5820142988421738,0.6869562508025328,0.7031899575638063,0.469990946899782
4,0.778790401659853,0.6419076445480065,0.6789648799554715,0.6784138631253094,0.5491402091425992,0.7910293226249584,0.8040212088364034,0.6046858468011863,0.7357457160462463,0.6776969796808814
5,0.78276523057519,0.6945871980465134,0.750158454676854,0.7462992635285279,0.7898468906146325,0.7610298230042801,0.7143087844886281,0.6287225138589805,0.746398535266601,0.7903625516925993
6,0.6767212963881623,0.7531666917377026,0.7907111859864748,0.7560115696285623,0.8433472928473885,0.8074241940293949,0.7871583016828292,0.6552560785774832,0.8076214485240696,0.8559872660220895
7,0.8560306630387274,0.6977171660261654,0.7788582921523489,0.7617008964723327,0.804929191136667,0.7800308858043785,0.7549696604068832,0.7993818464441144,0.8343965613155346,0.7521457833749321
8,0.8487886868493215,0.799043765740116,0.7504727631251898,0.8232100513346373,0.8685072728059074,0.8561522084297243,0.7999992427520412,0.813424496195156,0.8403266264964778,0.8133825640007858
9,0.818260546417462,0.8371373265223231,0.8276971734971104,0.8761488322609785,0.8402895623976806,0.8431961616101846,0.8316547978095179,0.7836529968964449,0.8874802188218347,0.8528553582111825
10,0.8391519424958219,0.8051442548825782,0.854858046967134,0.8017337980102799,0.9025081252705318,0.8257184031641732,0.8271257713057892,0.7893320421171082,0.8900806063265136,0.8649560744047886
15,0.9117143897127449,0.8994775181747452,0.9235054463726879,0.8652837494830993,0.8557856619246903,0.9084886585794353,0.8959593772099935,0.8401012772696483,0.9033085354947139,0.9363437692206479
20,0.9142624746109133,0.9170749907994802,0.9210580115913386,0.9395986037969795,0.9063174521590688,0.8920844729794895,0.9167956034288005,0.9043235680406722,0.9141977466175564,0.9278456367733764
25,0.9535044162523721,0.9132374117506263,0.9296663166481064,0.9562063626631786,0.9180436577334146,0.9496881788323072,0.9333198339081481,0.9197778063927403,0.9336786158852365,0.9375847003474833
30,0.9542723415587493,0.9144261593059486,0.9522172890263777,0.9459200740045295,0.9550779249795747,0.9491516220353348,0.9436770086253329,0.9125729657010451,0.947112257188465,0.9396900800211272
35,0.9508648138598111,0.9227752041665628,0.9450449856274176,0.9656432469228807,0.9282574708723136,0.9493481362473306,0.9681175403986046,0.948823294014203,0.9639961466492174,0.95312246535967
40,0.9659010945771461,0.9384409572601325,0.9641347302115336,0.9621102911961441,0.9301181031777767,0.958328498743819,0.9639230517761014,0.9532665637194329,0.9487135265979878,0.9452835828398148
45,0.9635818750463944,0.9500110684941258,0.9686019416731002,0.9376202923195438,0.9741127717956992,0.9716595714825381,0.9305532391612776,0.967517903164361,0.9632778559550269,0.9351525229669022
50,0.970061691760755,0.9600910565238301,0.9695226304558379,0.9661047755188025,0.9729002238644886,0.9592359756786837,0.9622808784886182,0.9389622454058358,0.9615295350420447,0.9443296313979629
55,0.9688175815806254,0.948821053873241,0.9634360512599829,0.9679341386119569,0.9687983132221764,0.9585684354281433,0.9588912394806282,0.9798483407351407,0.9786973637975392,0.9640293586674819
60,0.9762418392769445,0.9593843463641908,0.9763255776601395,0.9544738274369118,0.9612180424680019,0.9517793868864107,0.9685027266136245,0.9711458549111894,0.9801623092959026,0.971860560547547
