,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_ica__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
297,4.61269245147705,0.5882766840080152,0.009375286102294923,0.007654889049228184,0.0001,"(50, 50)",30,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 30}",0.9242449009568575,0.9434966216216217,0.9386148648648649,0.9460152371759516,0.9410932486202028,0.9386854438035701,0.007636894274633077,55,0.9356066380772662,0.948464919062575,0.9391075217794382,0.9460764772332333,0.9474292516056865,0.9433369615516398,0.005063472999735164
298,4.631461143493652,0.5933318009703173,0.003125,0.006250000000000001,0.0001,"(50, 50)",35,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 35}",0.9242449009568575,0.9434966216216217,0.9386148648648649,0.9460152371759516,0.9410932486202028,0.9386854438035701,0.007636894274633077,55,0.9356066380772662,0.948464919062575,0.9391075217794382,0.9460764772332333,0.9474292516056865,0.9433369615516398,0.005063472999735164
299,4.643956279754638,0.572638100008449,0.006250429153442383,0.007655181058956885,0.0001,"(50, 50)",40,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 40}",0.9242449009568575,0.9434966216216217,0.9386148648648649,0.9460152371759516,0.9410932486202028,0.9386854438035701,0.007636894274633077,55,0.9356066380772662,0.948464919062575,0.9391075217794382,0.9460764772332333,0.9474292516056865,0.9433369615516398,0.005063472999735164
300,4.656477355957032,0.5908069869262264,0.0031250476837158202,0.006250095367431641,0.0001,"(50, 50)",45,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 45}",0.9242449009568575,0.9434966216216217,0.9386148648648649,0.9460152371759516,0.9410932486202028,0.9386854438035701,0.007636894274633077,55,0.9356066380772662,0.948464919062575,0.9391075217794382,0.9460764772332333,0.9474292516056865,0.9433369615516398,0.005063472999735164
301,4.640860748291016,0.5664135275260715,0.003125,0.006250000000000001,0.0001,"(50, 50)",50,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 50}",0.9242449009568575,0.9434966216216217,0.9386148648648649,0.9460152371759516,0.9410932486202028,0.9386854438035701,0.007636894274633077,55,0.9356066380772662,0.948464919062575,0.9391075217794382,0.9460764772332333,0.9474292516056865,0.9433369615516398,0.005063472999735164
302,4.634574699401855,0.5985053704191128,0.003124856948852539,0.006249713897705078,0.0001,"(50, 50)",55,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 55}",0.9242449009568575,0.9434966216216217,0.9386148648648649,0.9460152371759516,0.9410932486202028,0.9386854438035701,0.007636894274633077,55,0.9356066380772662,0.948464919062575,0.9391075217794382,0.9460764772332333,0.9474292516056865,0.9433369615516398,0.005063472999735164
303,4.525246095657349,0.5280005835262724,0.0,0.0,0.0001,"(50, 50)",60,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 60}",0.9242449009568575,0.9434966216216217,0.9386148648648649,0.9460152371759516,0.9410932486202028,0.9386854438035701,0.007636894274633077,55,0.9356066380772662,0.948464919062575,0.9391075217794382,0.9460764772332333,0.9474292516056865,0.9433369615516398,0.005063472999735164
304,0.8031689167022705,0.5770565685588355,0.0,0.0,0.0001,"(50,)",2,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 2}",0.2802292471042472,0.280152027027027,0.26937500000000003,0.19875,0.47118790912591463,0.2998264716994442,0.09075740949243379,374,0.27671875,0.2819562955643271,0.27454928822152885,0.1981279251170047,0.4679568835920881,0.2998618284989898,0.08955743356245713
305,1.1406678199768066,0.7025040725618508,0.0,0.0,0.0001,"(50,)",3,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 3}",0.6844871579654189,0.3275,0.6643581081081081,0.34500000000000003,0.6759887209600821,0.5394485809750362,0.16614895344298855,358,0.6891762348398034,0.32798605770521905,0.6709566400862812,0.3398300254486706,0.684842096353116,0.5425582108866179,0.17050960777867377
306,2.309515047073364,0.9199533207746009,0.0,0.0,0.0001,"(50,)",4,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 4}",0.7338000461641768,0.679222972972973,0.7943412162162163,0.7093635089170803,0.6723128449493004,0.7178499484537573,0.04414240569740955,330,0.714665539030593,0.6996612726299678,0.7958988926499366,0.683349474396715,0.691655523578777,0.717046140457198,0.04075734571816601
