,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.16562657356262206,0.02538560108619537,0.0,0.0,relu,0.00316,"(22,)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 0.00316, 'NN__hidden_layer_sizes': (22,), 'NN__learning_rate_init': 0.016}",0.9524416909620992,0.954628279883382,0.9792729591836735,0.9732990093847759,0.9873817550980328,0.9693959752554006,0.01372372067050435,1,0.9615570333606346,0.9728661133047279,0.9729241796348136,0.9709969714682575,0.9759116956799126,0.9708511986896692,0.0049064960931316055
