1,7.344776062836351
2,5.8354905373295285
3,5.15396117641885
4,3.9662359665872775
5,2.9663451950935866
6,2.5720444193206022
7,2.4060094135782046
8,2.0686735457465493
9,1.8299331438269661
10,1.7895173923196803
11,1.69784615533404
12,1.5728788868795154
13,1.3887078149450425
14,1.3593360885653956
15,1.3215253598609071
16,1.1682917644675184
17,1.0836867752499042
18,0.9997786171449614
19,0.9743829305689534
20,0.9089124184577124
21,0.8227192644558202
22,0.7763101392596062
23,0.7115567531171367
24,0.6455236480610047
25,0.5952739876615533
26,0.5765017972018548
27,0.5267315516205434
28,0.510636301172503
29,0.4868638129793709
30,0.45560107052785415
31,0.4428515517079924
32,0.42230086300618425
33,0.39910630258276075
34,0.39110111117636864
35,0.360945168010401
36,0.3486030588718648
37,0.31959630000067246
38,0.29406627062002805
39,0.2769228513803099
40,0.2582730040151318
41,0.24783028603503365
42,0.24235660038291382
43,0.21758199560458977
44,0.20799592689994403
45,0.2000909017163678
46,0.18983516452770657
47,0.17612894217337993
48,0.16875235857271906
49,0.15818474106126656
50,0.14311427404120047
51,0.13321081276067523
52,0.12426370770472278
53,0.11932898442658302
54,0.11188654747493039
55,0.1025043382967886
56,0.09840876078171164
57,0.09018543006585279
58,0.08246812302637738
59,0.07635394259647439
60,0.06328961499153353
61,0.05037444015485325
62,1.9743014003177623e-31
63,3.90222010530433e-32
64,3.842669587132312e-32
