iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.287576791993,0.288692384776,0.290410100996,0.366533209017,0.362140820355,0.36114238919,0.772159143002
10,0.283810972661,0.285102291279,0.286463773191,0.373553447047,0.367405132705,0.367693725049,8.507198446
20,0.283985313556,0.285347238171,0.286603232505,0.372730762902,0.366747093661,0.366977172689,16.306199137
30,0.282035084337,0.283117110683,0.284761634087,0.374595513629,0.370695327923,0.368922100522,24.160021984
40,0.281201884419,0.282017523225,0.283832644911,0.376186036308,0.369379249835,0.369024465145,32.002035354
50,0.283668996092,0.284448993938,0.286403587196,0.371743541929,0.366966440009,0.36626062033,39.883764112
60,0.28170082654,0.282653349844,0.284690730421,0.374211594362,0.369817942531,0.370150475995,47.705321802
70,0.280909634376,0.281795421743,0.284404271119,0.375802117041,0.371792059662,0.367693725049,55.542897625
80,0.280053683759,0.280830277031,0.283373923009,0.377776558986,0.372888791402,0.367796089671,63.372580487
90,0.27860452886,0.279138686136,0.281845502815,0.38002522898,0.379469181838,0.371276486846,71.216021441
100,0.2787340872,0.279264810633,0.28180394336,0.380409148248,0.380127220882,0.371993039206,79.069475948
110,0.279778747513,0.280582470336,0.282388614859,0.378050787034,0.375520947576,0.372095403828,86.861260125
120,0.28108437664,0.282236135912,0.283469462738,0.376789338013,0.372669445054,0.371378851469,94.687472818
130,0.280855959448,0.281908640851,0.283187147478,0.376460264356,0.372450098706,0.371378851469,102.483867118
140,0.283191387235,0.28448672035,0.285531149435,0.371798387539,0.369159903488,0.36738663118,110.246985212
150,0.283051253107,0.28438094103,0.285161931912,0.372237152416,0.367624479052,0.367693725049,118.112490736
160,0.281484396809,0.282752347363,0.284043930579,0.373334064608,0.370037288879,0.369638652882,125.930593617
170,0.28026231307,0.281462412502,0.282572915297,0.376295727527,0.37201140601,0.374552154775,133.768360385
180,0.279527823242,0.280853558486,0.281782632476,0.378215323863,0.373766176793,0.376394717985,141.60493419
190,0.278710751521,0.280091703623,0.280884201505,0.380354302638,0.37617898662,0.377827822704,149.453122003
200,0.275185165476,0.276653734317,0.276882959486,0.385619481161,0.380785259925,0.386016992527,157.346721678
210,0.27514082258,0.276739616992,0.276743806849,0.383370811167,0.377056372011,0.38243423073,165.202176605
220,0.277420771903,0.279012291568,0.278939781331,0.377831404596,0.368063171748,0.376906541099,172.999279579
230,0.278571388397,0.280149675174,0.280205829565,0.376679646794,0.367405132705,0.375371071758,180.829432277
240,0.277680431201,0.278958472999,0.279340185174,0.378270169473,0.370256635227,0.376599447231,188.682196486
250,0.277223683033,0.278069107683,0.27917430158,0.379038008007,0.372888791402,0.377315999591,196.558411288
260,0.276701528515,0.277628011496,0.278782920436,0.381615751659,0.374643562185,0.377827822704,204.39183387
270,0.277158938402,0.27838800563,0.279443789357,0.380738221905,0.374862908533,0.377111270345,212.227906817
280,0.277247002461,0.278648900702,0.279645749542,0.380409148248,0.373766176793,0.376394717985,220.054451106
290,0.277749239616,0.280063461808,0.280622597882,0.380463993857,0.371572713314,0.376497082608,227.912424182
300,0.275607973036,0.277778370333,0.27852814402,0.383645039215,0.375740293924,0.379568021292,235.709130204
310,0.270545700246,0.272416146795,0.273637026901,0.392420336752,0.384952840535,0.386426451019,243.527036719
320,0.270441654577,0.272191078844,0.27349667952,0.391652498218,0.384075455144,0.385709898659,251.33747162
330,0.271828491008,0.273365343902,0.27489599111,0.391158887731,0.3834174161,0.385505169413,259.131969707
340,0.272449974275,0.273999024794,0.275451146861,0.389403828224,0.384075455144,0.383560241581,266.946804213
350,0.269532406677,0.271386181154,0.272530921952,0.394559315527,0.389120421145,0.387654826492,274.789553663
360,0.268405116947,0.269846498499,0.271368446433,0.395052926013,0.390875191928,0.388985566588,282.614133367
370,0.270101994181,0.271308634882,0.272940492594,0.392146108704,0.387146304014,0.387757191115,290.471091171
380,0.269861406215,0.271122008364,0.272734655093,0.39263971919,0.384733494187,0.387040638755,298.330168363
390,0.270711759153,0.272284966378,0.273574364253,0.390555586025,0.379688528186,0.385095710922,306.159961754
400,0.272533038266,0.274661648253,0.275549511543,0.387977842374,0.376398332968,0.380898761388,314.015992834
410,0.267960452234,0.269645224507,0.270718485617,0.390500740416,0.383856108796,0.384686252431,321.853221097
420,0.271179066327,0.272846192319,0.273806065363,0.386003400428,0.381662645317,0.38059166752,329.695798876
430,0.269592133455,0.270949171575,0.272317782616,0.388965063347,0.3834174161,0.384890981677,337.498037529
440,0.269001467136,0.270241174299,0.271701150862,0.390281357977,0.383198069752,0.385812263282,345.38067193
450,0.268592587154,0.269888164265,0.271386029556,0.390829814073,0.384075455144,0.386528815641,353.216884019
460,0.268192257785,0.269428346271,0.271067145009,0.392530027971,0.3834174161,0.387552461869,361.028068552
470,0.265989300646,0.267535874448,0.268849746764,0.396369220644,0.389559113841,0.392056505272,368.89891968
480,0.265746715779,0.267153845883,0.26846184892,0.395765918938,0.388681728449,0.391339952912,376.69775111
490,0.271062023504,0.272939990316,0.273391917754,0.387813305545,0.38034656723,0.384788617054,384.517606845
500,0.271738886485,0.273968124824,0.27403462181,0.385509789941,0.377056372011,0.382946053844,392.319680754
510,0.276148699601,0.278378847009,0.278525580379,0.379312236056,0.373327484097,0.375678165626,400.234855586
520,0.275589750505,0.277886854436,0.277933050707,0.381176986782,0.372230752358,0.377623093459,408.094172211
530,0.274302725848,0.276593263738,0.276649769877,0.383590193605,0.375301601228,0.379363292046,415.890835163
540,0.274722214857,0.277064233719,0.277137822449,0.382328744584,0.373327484097,0.378237281196,423.694388456
550,0.274899378557,0.277074236584,0.277337067726,0.382767509461,0.373985523141,0.377520728836,431.488641385
560,0.273552719337,0.275633399609,0.276291843672,0.384961333845,0.377495064707,0.37874910431,439.32457067
570,0.273121036288,0.274997334341,0.275902659166,0.386990621401,0.377933757403,0.379158562801,447.155125138
580,0.273632339673,0.275294816917,0.276341029937,0.385454944332,0.378153103751,0.379260927423,454.961474263
590,0.272473388067,0.274024067401,0.274977349144,0.386771238962,0.381004606273,0.379465656669,462.785196818
600,0.274952490938,0.276499372573,0.277598072717,0.381341523611,0.37508225488,0.375678165626,470.619084115
610,0.275609926025,0.277036284908,0.278463132022,0.381176986782,0.376617679316,0.37434742553,478.465696471
620,0.279586232492,0.280777690547,0.282331432466,0.375582734602,0.371572713314,0.368819735899,486.29360419
