iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.300172010081,0.304132307323,0.300824831686,0.350244062963,0.342180302698,0.351827208517,0.796856308
10,0.299673590357,0.303701301398,0.300499221782,0.351176438326,0.343496380785,0.351724843894,8.543204831
20,0.299472224483,0.303488979781,0.300298224115,0.351011901497,0.344593112525,0.352236667008,16.319583171
30,0.297370800411,0.301484664085,0.298188283179,0.355399550266,0.348760693134,0.355409970314,24.095780202
40,0.29490089964,0.299024433801,0.295642908314,0.358470904404,0.350515463918,0.358276179752,31.937115924
50,0.293002811315,0.29726598369,0.294165532564,0.362255251467,0.353586312788,0.361551847681,39.841127612
60,0.291631496542,0.29576632431,0.292645192166,0.362803707563,0.354902390875,0.363599140137,47.724648677
70,0.288674384755,0.293255061635,0.290626217375,0.368178577305,0.358411932441,0.369024465145,55.549868086
80,0.285523533908,0.289960515684,0.287360947756,0.374156748752,0.369379249835,0.374245060907,63.311511613
90,0.282696587765,0.287155115115,0.284627163247,0.378544397521,0.374424215837,0.379158562801,71.191796828
100,0.281675633428,0.286300550862,0.283811463927,0.379696155323,0.375740293924,0.380694032142,78.971618231
110,0.28073619764,0.285393499021,0.282765497596,0.382219053365,0.377714411055,0.380284573651,86.81502786
120,0.279233123174,0.283861406172,0.281332811526,0.385345253112,0.379688528186,0.384174429317,94.620986656
130,0.277962871818,0.282647094631,0.280203402975,0.387319695058,0.382320684361,0.385300440168,102.386709028
140,0.278107813288,0.282728271025,0.280261533182,0.38715515823,0.381223952621,0.385095710922,110.24891967
150,0.274676497548,0.279657522927,0.277056853899,0.393681785773,0.387804343058,0.391442317535,118.309128686
160,0.273472190143,0.278526039502,0.275888710215,0.395107771623,0.388462382101,0.3930801515,126.131743508
170,0.272693654342,0.277845126341,0.275158623025,0.397027367959,0.390436499232,0.393899068482,134.731659177
180,0.271875133257,0.276927745956,0.274314512223,0.39976964844,0.392849309059,0.397379465657,142.866496088
190,0.269798551192,0.275040385649,0.272139971868,0.40388306916,0.396139504277,0.402600061419,150.948664568
200,0.267287721508,0.272356095728,0.269839149211,0.410409696704,0.403377933757,0.409765585014,159.035206446
210,0.267492742389,0.272639165807,0.269990967153,0.409751549388,0.40315858741,0.409151397277,167.256973455
220,0.266375440996,0.271455682781,0.269074816184,0.412438984259,0.405790743584,0.410482137373,175.412560603
230,0.251470107564,0.256313417752,0.254306091629,0.446388416607,0.439789427506,0.441908076569,183.586227743
240,0.248229931118,0.253464447955,0.251335260742,0.451872977568,0.445273086203,0.446821578462,191.962731674
250,0.247365418016,0.252577844886,0.250436794881,0.454560412439,0.445711778899,0.449073600164,200.093240963
260,0.246549628003,0.251672123886,0.249785874492,0.456425163166,0.448124588726,0.45112089262,208.246256053
270,0.246144323632,0.251293667771,0.24946034591,0.456754236823,0.448563281421,0.451018527997,216.542097996
280,0.245115947944,0.25025085606,0.248478988805,0.45724784731,0.450537398552,0.452349268093,224.731301081
290,0.243650899998,0.248903266634,0.247053489918,0.459715899742,0.453827593771,0.455010748285,232.837284877
300,0.242081948673,0.247380378288,0.245561364746,0.463390555586,0.455363018206,0.457876957723,240.9705641
310,0.241394128428,0.246629194448,0.244952542604,0.466626446553,0.456240403597,0.460538437916,249.032163355
320,0.241578730698,0.24715038482,0.245106367201,0.466790983382,0.458433867076,0.461152625653,257.287308371
330,0.239073621309,0.244360781697,0.242796341311,0.469642955081,0.460188637859,0.462688094994,267.10670903
340,0.237643478063,0.242423159568,0.241262969446,0.473920912631,0.467865760035,0.466373221415,276.912737099
350,0.237327778566,0.242097313012,0.241001151295,0.474743596775,0.468085106383,0.467601596888,286.641345659
